,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정읍,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,안성,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,북평,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,삼천포,진영,마산,군북,진주,하동,광양,보성,화순,광주
철암,0,0,0,0,0,0,0,10,0,0,0,323,14,12003,0,0,21896,8,347,8248,49,17208,191313,28402,7551,16241,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,82651,0,0,0,0,0,0,258,507,519,1,0,188451,164621,54368,168112,119325,6540,1392,12151,86588,2676,101,8698,10947,22,0,0,0,0,0,0,0,0,4,0,0
도계,0,0,0,0,0,0,0,7,6,0,0,61,13,214,0,0,5222,0,136,4671,6,5626,25113,3949,1289,4083,5,11,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,39388,0,0,0,0,0,0,90,81,72,3,0,11201,59109,516078,386613,80929,133,67,7079,4910,462,35,976,3262,1,0,0,0,0,0,0,0,0,1,0,0
북평,0,0,0,0,0,0,0,5,11,1,0,56,2,6538,0,0,14478,7,540,4878,5,17306,39662,6430,1766,3323,0,380,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,62341,600,1080,0,0,0,0,21,25,65,0,0,10999,161383,396570,328939,346722,6815,1781,12997,49725,2341,524,5743,2414,5,0,0,0,1,0,0,0,0,0,0,0
강릉,0,20,180,0,27,0,0,0,4674,0,0,3044,1019,43809,659,0,41230,0,294,3224,1,7848,37421,20736,2062,7075,1443,4,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,0,0,46503,0,0,0,0,506,0,2292,1898,1886,955,0,6077,93315,72425,334407,238406,367,58,1093,3801,2550,432,9668,6784,30,0,0,0,0,0,0,0,0,0,0,0
정선,0,0,0,0,0,0,0,425,0,5,0,1,1,159,0,0,812,32,297,29528,343,84801,1295,439,40,48,1,0,0,0,0,0,0,0,0,0,0,0,0,846,1031,0,0,0,0,0,0,0,0,0,0,0,49698,0,0,0,0,0,0,2,0,0,0,0,7,8882,430,2232,592,1049377,6878,113675,179750,197,23,312,279,3,0,0,0,0,0,0,0,0,0,0,0
쌍룡,0,0,0,0,0,3,1,478,1,0,0,7,30,75,0,0,240,152,449,7338,346,23263,1550,223,116,99,0,0,0,0,0,0,0,0,0,0,0,0,0,909,1501,0,0,0,0,0,0,0,0,0,0,0,23755,0,0,0,0,0,0,13,31,6,0,0,9,2914,349,1877,87,8677,7207,93369,27390,171,6,504,203,13,0,0,0,0,0,0,0,0,0,0,0
석항,0,0,0,0,0,0,0,3876,21,0,1,9,0,879,0,0,2272,411,1208,50300,1452,194969,9462,2598,671,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,5665,5995,0,0,0,0,0,0,0,0,0,0,0,111717,0,0,0,0,79,0,4,21,29,0,0,5,13791,4905,9429,1561,112808,85483,420917,204247,1147,159,2536,2437,3,0,0,0,0,0,0,0,0,0,0,0
고한,0,0,0,0,0,0,0,3178,1,0,0,0,0,512,0,0,998,120,1348,67522,860,183456,5842,2113,267,1036,0,0,0,0,0,0,0,0,0,0,0,1,0,3106,3148,0,0,0,0,0,0,0,0,0,0,0,175646,0,0,0,0,0,0,0,0,0,0,0,272,88361,3488,32923,6176,163534,20193,210759,425954,16,2,234,494,0,0,0,0,0,0,0,0,0,0,0,0
부전,0,0,0,0,0,0,0,0,0,0,0,1971,0,3557,0,0,22194,25,489,10062,341,27156,29923,42910,27600,20493,3913,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2649,0,1472,0,0,907,0,0,0,434,0,0,2047,4665,905,2274,3117,9,0,19,5,17956,653226,256606,95648,9397,0,0,0,529,0,0,0,0,0,0,0
좌천,1,0,0,0,0,0,0,0,0,0,0,0,0,5990,26,7,289651,559,452,2435,165,5978,3628,4773,2680,6146,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6129,0,0,0,0,0,0,0,0,1,0,0,277,631,161,629,999,6,0,19,9,710694,288929,421013,57619,7631,0,0,1,426,9,27,1,0,0,0,0
울산,0,0,1,0,0,3,0,0,19,5,82,2,32,19753,1,3,161799,24,1504,18472,1122,45503,36603,46413,23110,49555,1200,1,1,0,0,0,6,0,0,0,0,2,0,4,1166,0,0,0,0,0,0,20,0,0,0,0,39314,0,500,0,0,3,0,0,2,0,0,0,3543,9526,1289,5938,10832,45,0,134,17,282604,436060,109169,653137,36445,2,0,2,128,0,3,0,0,0,0,1
경주,53005,10183,2779,5,42,272,433,9,3840,17,165,2436,1440,168447,987,15,83761,30,1153,10005,325,25955,27429,42983,31261,130276,2600,1,4,0,0,0,0,0,0,0,0,5,0,4,10,0,51,0,0,0,0,0,0,0,0,0,27315,0,526,0,0,0,0,1595,695,538,198,0,2436,10679,1423,2317,7031,163,0,29,59,104101,54002,628751,181588,218511,4,0,1,1077,0,1,0,0,0,0,0
포항,4,847,1919,415,5,594,9,6,406,30,895,429,311,92625,1,2,8589,20,168,783,19,3297,4809,5574,5807,24422,1300,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,79,0,0,0,0,3133,0,480,0,0,0,0,1,9,57,1,0,28,181,2,7,1711,0,0,11,7,14691,2030,37747,203170,4612969,767,0,5,375,2,7,0,0,0,27,0
진해,31139,1454,2378,8,1920,16,2461,2036,3982,24,589,1716,1018,12445,3723,27381,18965,0,0,0,0,1,0,0,0,0,38,0,0,0,402,70,1941,0,0,0,209,399,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,256,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6225,956566,0,61657,250866,9012,2580,665,115,291,15,716
삼천포,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,140,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,292,9,124,318,13955,2064,48,34,0,8
진영,6944,553,1585,2,1123,6,882,307,2230,0,181,633,887,13068,3945,70390,203475,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,292,0,0,6,1,648,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,69,15,3,53838,7,180668,227472,14472,8092,1913,168,860,38,549
마산,83730,3797,15419,90,13687,3,12230,8652,14291,0,4634,12737,9457,32457,19449,202522,145680,0,0,20,0,0,0,0,0,2612,6380,970,0,0,2538,1573,7875,1161,60,125,137,17215,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,1271,0,351,286,0,0,2,0,0,0,0,70,0,0,0,0,172,400,123,1056,995,219897,2,212035,4340,534276,141906,28329,5117,5832,669,8665
군북,9264,0,1038,0,731,0,305,132,1110,0,82,378,372,2860,28,7947,74067,0,0,0,0,0,0,0,0,0,3,10,0,0,128,85,307,15,2,3,28,2047,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,8579,12,14704,561101,154643,156276,4580,493,314,53,323
진주,44505,226,4609,1,5095,1,3439,2173,5758,0,1329,1009,1418,3032,234,13983,68598,0,0,0,0,0,0,0,0,0,7601,2628,0,0,1033,166,3923,1759,204,758,797,29698,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2953,0,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1675,9531,8096,139231,149010,569068,298699,19436,4093,331,3762
하동,20754,48,427,5,357,0,214,152,926,0,28,41,110,712,12,2624,31976,0,0,0,0,0,0,0,0,0,227,375,0,0,62,32,342,502,19,418,260,63398,4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,147,522,1885,30521,4555,314740,202856,53141,2756,83,1322
광양,17290,342,2578,102,928,43,294,369,303,0,1,28,63,704,0,850,14335,0,0,0,0,0,0,0,0,0,96,934,0,0,73,66,843,691,264,1550,2147,214084,18942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,59,0,208,5985,481,19828,54119,106123,11759,426,3737
보성,0,1810,762,12,169,34,43,28,18,0,0,0,0,164,0,2859,69680,0,0,0,0,0,0,0,0,0,1,111,25,104,4991,2761,7230,186,33,1014,1608,199068,45075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,716,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,16,0,85,0,503,7109,113,4552,4132,9316,900244,111963,403778
화순,0,875,380,100,77,25,11,8,16,0,0,0,0,48,2,205,7092,0,0,0,0,0,0,0,0,0,15,15,36,18,1582,2101,3051,0,0,8,3,8966,8386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,76,1065,34,402,101,303,96963,197527,250687
광주,282378,73024,78324,3068,42142,3412,20914,14866,30444,1,0,275,2,1571,0,1434,38994,0,1397,160,0,0,0,0,0,0,21452,30841,28651,7692,69108,91425,362103,8,0,20,0,30882,26292,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,800,0,0,1049,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,461,9606,189,3151,1501,2384,426891,236456,410384
