0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,안성,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
동해,0,0,0,0,0,0,0,0,0,0,0,3,1,5365,0,0,4835,0,321,6719,0,17145,37157,5478,1373,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,48872,576,0,0,0,0,0,1,12,42,0,0,9364,149641,399980,28212,116582,6216,10598,4760,58995,1059,202,2991,674,1,0,0,0,0,0,0,0,0,0,0
강릉,0,0,360,0,0,0,0,0,0,0,0,0,1577,22076,214,0,6318,0,190,4813,0,5437,47063,7309,2011,5394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23926,0,0,0,0,0,0,441,7,426,0,0,8884,123814,119268,121944,260800,974,1236,1866,27411,1254,195,6391,1827,0,0,0,0,0,0,0,0,0,0,0
정선,0,0,0,0,0,0,80,356,67,0,0,0,3,819,0,0,263,71,311,34192,149,78343,1042,394,345,67,143,450,1500,0,0,0,0,450,0,0,0,0,0,467,555,0,0,0,0,0,58,20,642,0,0,0,64372,0,0,0,0,0,0,0,1,0,0,736,36,5675,95,4437,1325,912812,48136,52169,137162,175,31,296,71,0,0,0,0,0,0,0,0,0,0,755
쌍룡,0,0,0,0,0,1,0,1649,2,0,0,8,9,5033,0,0,646,261,1058,17025,618,64814,5251,2070,228,275,0,0,0,0,0,0,0,0,0,0,0,0,0,2897,2304,0,0,0,0,0,0,0,0,0,0,0,68254,0,0,0,0,0,0,7,13,0,0,0,18,5668,3424,8873,1702,54557,72821,67324,145806,291,22,1181,871,1,0,0,0,0,0,0,0,0,0,0
석항,0,0,0,0,0,0,0,989,3,0,2,0,0,537,0,0,426,73,353,23783,403,57179,2510,717,213,245,0,0,0,0,0,0,1,0,0,0,0,0,1,1384,1292,0,0,0,0,0,0,0,0,0,0,0,39287,0,0,0,0,0,0,0,4,2,0,0,44,3928,1873,4395,2629,53815,76780,14222,99792,242,37,461,268,2,0,0,0,0,0,0,0,0,0,0
고한,1,0,0,0,0,0,0,2196,31,0,0,0,0,744,0,0,459,61,1826,110877,776,200428,4118,1462,203,505,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,2351,0,0,0,0,0,0,0,0,0,0,0,220253,0,0,0,0,0,0,0,0,0,0,0,33,65349,867,63066,44920,126862,148459,120493,648778,42,0,214,301,1,0,0,0,0,0,0,0,0,0,0
부전,0,392,0,0,19,56,0,0,0,0,0,0,0,2292,0,1500,52495,20,432,9109,627,23099,33146,40158,17044,8853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,0,0,0,0,0,0,0,1352,0,5904,0,0,1080,0,0,0,0,0,0,4951,7737,1131,1310,1690,8,50,36,26,24011,515681,186755,63278,8660,0,1,400,0,0,0,0,0,0,0
좌천,0,5,0,0,0,0,0,1,0,0,0,0,0,3053,0,3,127123,188,133,1122,76,3184,2727,3055,2117,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2954,0,0,0,0,0,0,0,0,0,0,0,122,251,86,239,283,4,13,4,2,544366,117750,260793,33188,6839,0,0,10,0,0,2,0,0,0,0
울산,0,0,0,0,2,0,0,0,5,0,3,0,2,11870,0,335,70975,42,1678,21440,973,43899,50855,51308,23803,38436,0,0,0,0,0,0,0,0,0,0,0,1,0,2,331,0,0,0,0,0,0,0,0,0,0,2016,45554,0,0,0,0,0,0,0,0,0,0,0,4106,8204,984,3064,6963,47,202,20,16,189601,234421,57289,567517,39081,840,0,2881,0,0,0,0,0,0,0
경주,56984,620,1628,0,490,2,603,1,4698,33,27,1450,1741,89321,186,15,38258,66,907,9956,309,22609,30570,33440,22615,50398,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,1440,32404,0,0,0,0,576,0,2020,546,166,108,0,2063,5923,929,651,2344,21,142,64,48,66056,28446,545572,70495,418839,0,0,1,0,0,5,0,0,0,0
포항,0,32,926,624,97,1,0,60,58,7,153,31,97,40265,3,2,8604,0,131,3250,7,493,2725,930,1243,8876,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,144,0,0,504,0,21,4,79,0,0,0,6,0,0,0,0,4,0,0,9730,6036,39382,478881,5064001,2882,2,5,1,0,0,0,15,0,0
진해,3537,862,1464,0,636,28,20,16,120,4,3,2,35,1736,1687,3467,5191,0,0,0,0,0,0,1,0,0,1,14,0,0,485,0,1082,0,0,0,462,54,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,262955,14579,239027,1410,543,134,29,22,1,13
진영,6820,83,2945,1,1534,6,761,394,1673,1,236,461,975,16316,4751,77481,126320,0,0,0,0,0,5,0,0,0,0,2,0,0,35,38,151,1,0,0,2,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,8,6,18124,62836,162169,8605,4986,1802,143,293,50,192
마산,141713,1728,41362,7,28870,12,16526,10419,29192,47,6472,14213,16434,68892,20401,126714,60437,0,0,0,0,0,0,203,0,1,178,174,0,0,1154,856,8031,127,4,1884,350,10325,83,0,0,0,0,0,0,0,10,0,0,0,1906,0,0,0,1783,0,0,2016,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,0,0,0,0,96769,166579,285,353993,97395,29733,4622,3004,713,8378
군북,6345,25,2185,0,1257,0,320,329,929,0,79,430,570,2449,303,3677,39702,0,0,0,0,0,0,0,0,0,2,15,0,0,15,23,222,14,1,100,20,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,850,7999,378806,68391,132902,3501,461,196,25,174
진주,32077,14,7663,0,8485,1,3641,2248,6574,0,579,939,2124,3258,683,10014,39046,0,0,0,0,0,0,0,0,0,1171,1381,0,0,611,285,3151,1043,70,358,445,21673,109,0,0,0,0,0,0,0,0,0,0,0,0,1227,0,0,2520,0,0,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,4135,93955,111571,331175,297750,14723,3133,133,3944
하동,16818,0,4074,0,1656,5,411,297,894,0,31,63,125,386,56,1161,17277,0,0,480,0,0,0,0,0,0,332,264,0,0,28,37,351,356,33,168,260,48673,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,1495,26865,3380,290881,134385,45608,7719,78,971
광양,19919,0,5825,0,1699,1,247,271,421,0,3,14,25,674,59,716,7379,0,0,0,0,0,0,0,0,0,130,428,0,0,29,30,365,525,83,536,1215,68006,5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,123,4602,509,14168,28670,30671,23165,360,1331
보성,46856,102,19859,0,6032,1104,1370,1262,2377,0,0,0,0,2,0,908,23188,0,0,0,0,0,0,0,0,0,892,2219,1565,334,2982,1843,2661,15,7,27,1390,98387,35199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,12,2,248,3062,186,2655,8274,4448,549936,122124,326911
화순,4002,53,2642,0,868,84,239,341,258,0,0,0,0,1,0,135,4967,0,0,0,0,0,0,0,0,0,130,195,160,18,1038,966,2157,0,0,5,0,7634,6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,795,15,284,108,253,82001,64395,139580
광주,253557,36855,102239,1,37037,7503,15023,14135,30067,0,0,214,3,784,0,769,32011,0,0,0,0,0,0,289,0,0,18439,26635,22425,5374,144040,37490,219994,2671,0,0,0,20806,13408,135,0,0,0,0,0,0,0,0,0,0,0,620,0,240,7572,4209,0,3146,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,2,172,8071,123,2107,1040,1143,355032,149745,177271
