0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,익산,정읍,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
강릉,0,0,0,0,0,0,0,795,4978,0,0,0,0,27457,0,4,6465,0,1248,2372,0,14324,37706,11647,2432,2840,0,0,0,360,0,0,0,0,0,0,0,0,730,3178,1500,1800,0,0,0,0,0,0,0,0,0,104625,0,0,0,0,0,0,0,0,0,0,0,4677,42871,29352,77768,18697,1026,3210,1097,18724,1873,361,4364,2041,360,0,0,0,0,0,0,0,0,0,0
정선,0,0,0,0,0,0,475,47,190,0,0,0,0,0,0,0,0,88,1878,14490,43,18686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,20,0,0,0,224,0,0,0,0,0,0,38019,0,0,0,0,0,0,0,515,0,0,0,0,522,323,2811,1283,149810,6246,2581,6229,1,0,0,0,526,0,0,0,0,0,0,0,0,0,0
쌍룡,0,0,0,618,0,0,0,114,3213,0,0,0,0,0,0,0,0,147,2325,18476,7,18851,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,146,0,0,0,0,0,0,0,0,0,0,68716,0,0,0,0,0,0,398,0,0,0,0,0,1038,1479,7184,4088,5286,6547,2780,24353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
석항,0,0,2,0,0,0,0,75,140,0,0,0,0,386,0,0,106,3,849,7462,20,9752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,19,0,0,0,192,0,0,0,0,0,0,16759,0,0,0,0,0,0,0,0,0,0,0,0,390,276,1150,1279,1689,1566,108,8170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
고한,3,1512,0,560,0,0,0,394,2507,0,0,0,0,706,0,15,317,43,5812,80561,72,63712,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,1274,603,1008,0,0,137,0,0,229,0,0,0,210916,0,0,0,0,0,0,0,0,0,0,0,0,7411,1275,19448,23202,6009,27348,9168,38606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부전,19649,0,5300,0,110,0,20,77,5980,1451,330,22,37,8208,2,0,639284,8,1413,8962,153,24292,24953,28264,8195,7613,481,246,901,0,0,0,621,0,0,416,473,0,0,0,214,0,0,0,485,0,0,0,0,747,374,1349,0,0,0,0,0,0,0,0,0,0,0,5266,8946,1232,1861,3674,0,0,0,214,168512,374416,193699,72720,14777,0,0,0,0,0,539,0,475,0,0
좌천,352,0,141,0,150,0,26,11,446,104,6,19,124,1668,0,0,142052,300,86,924,28,2162,1922,3146,996,3440,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,0,0,0,0,265,420,55,262,498,0,0,0,0,331875,37479,79099,22119,6464,0,0,0,0,0,833,0,0,0,0
울산,91202,0,3633,0,14446,0,9914,1218,21675,53,1095,888,9843,16221,0,0,64260,7,1573,14088,233,21497,36362,38571,9444,13569,0,0,0,0,0,0,0,0,0,0,334,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13006,0,0,0,0,0,0,0,927,0,0,0,4885,7822,1291,2441,4659,5,0,0,0,130827,54822,7480,130289,15477,0,0,0,0,0,544,0,0,0,0
경주,372354,1341,7423,6394,26065,0,9882,829,22728,133,139,2146,8251,31448,0,0,35341,1,722,7448,166,8470,20036,22439,8623,22750,0,0,1081,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,2055,12,9061,0,0,0,0,0,0,0,0,0,0,0,1219,2787,319,704,2425,2,0,1,0,73241,19722,132602,18401,95804,0,0,0,0,0,391,0,0,0,0
포항,52935,0,0,0,9527,0,4179,0,9995,0,0,2817,4488,25754,0,0,6740,0,0,525,0,548,0,0,0,3637,550,0,549,0,0,0,0,0,0,0,0,334,0,0,0,648,0,0,0,0,0,0,0,550,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,360,526,0,0,0,13656,6034,15274,78368,1518339,1080,0,0,0,0,0,0,0,0,0
진해,4719,0,1044,0,657,0,789,6,1109,0,0,0,0,1875,292,407,3353,0,0,0,0,1999,374,0,0,0,347,0,0,0,608,0,0,0,0,0,0,0,0,0,633,0,0,0,5,236,587,479,0,0,0,0,936,0,0,0,0,0,269,257,0,0,0,0,0,0,751,0,0,0,0,1008,0,0,0,0,1080,119872,0,101618,0,0,0,0,298,228,126
진영,14106,72,3691,0,3649,384,1309,659,4476,52,265,911,2131,18225,2309,16562,89188,0,0,0,0,136,65,0,0,0,0,30,0,0,19,49,371,0,0,0,1,268,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1491,6213,55640,3159,5015,1009,173,241,44,307
마산,233140,350,57276,0,65775,5357,24780,9747,55643,668,5253,15242,22595,146452,40930,77567,171125,0,0,0,0,1818,2892,1737,0,0,0,530,195,72,341,497,6460,133,0,1145,175,4265,0,0,0,0,0,0,0,0,0,0,0,2376,72,0,0,432,0,0,72,0,0,0,0,0,0,0,330,0,0,0,0,0,0,288,0,0,0,0,0,42952,65778,1233,112143,63594,13993,1943,1886,487,3722
군북,8205,0,2309,0,2072,166,506,494,1628,17,154,367,893,4484,919,2880,18801,0,0,0,0,0,0,0,0,0,2,11,0,0,47,31,255,5,0,82,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2759,122362,6158,41571,1197,150,174,6,156
진주,48054,0,13427,0,24626,4050,5575,5385,12613,62,1704,2992,8141,12461,5831,14797,26758,0,0,0,0,625,0,0,0,0,1502,2059,1118,72,272,605,5074,2280,156,520,394,12004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313,49451,37127,36494,106121,7787,1768,151,2660
하동,7835,0,2488,0,1576,145,249,179,439,0,0,290,41,469,120,801,9560,0,0,0,0,0,0,680,0,0,128,399,87,0,49,56,550,153,3,88,83,8497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,300,0,0,0,0,0,0,0,0,0,0,0,0,662,897,878,391,0,0,953,13812,1184,95544,14224,7642,1004,723,2953
광양,8268,0,3602,0,1547,558,214,137,408,0,0,0,1,6,6,391,3788,0,0,0,0,0,0,0,0,0,249,267,35,0,141,133,1557,639,224,205,122,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2117,227,7815,8605,6216,3702,578,1812
보성,34317,0,13804,0,7307,0,1631,1184,3862,0,0,0,0,0,0,717,10609,0,0,0,0,43,0,0,0,0,2923,3976,2975,732,2646,1969,1830,0,0,0,0,70645,3689,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,298,204,2250,209,1286,918,1818,159423,31836,226239
화순,2006,0,1127,0,558,0,104,49,329,0,0,0,0,0,0,82,1451,0,0,0,0,0,0,0,0,0,179,213,141,29,189,419,840,0,0,0,0,5596,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,32,541,9,225,748,159,13553,3524,16633
광주,406947,936,126960,0,85170,13526,28984,11688,39652,0,0,615,0,908,0,477,27631,0,0,0,0,355,41,0,0,0,26429,53083,36888,3645,7286,21996,180119,0,0,0,0,35860,6866,25,0,0,0,0,0,0,1657,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,184,4281,135,2567,6263,1578,260341,51118,33257
