,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정읍,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,안성,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,북평,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,삼천포,진영,마산,군북,진주,하동,광양,보성,화순,광주
철암,0,0,0,0,0,0,0,2,18,0,0,562,30,11625,0,2,20583,2,170,7873,67,14428,177813,27377,7921,15229,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,1,0,0,0,0,82231,0,0,0,0,0,0,295,854,859,11,0,193236,178522,57643,169829,106706,5356,778,10312,71930,2975,28,9388,11925,40,0,0,0,0,0,0,0,0,0,0,0
도계,0,0,0,0,0,0,0,5,19,0,0,68,20,967,0,0,5234,0,196,4404,9,6460,21773,3495,1024,3310,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,40509,0,0,0,0,0,0,39,116,105,1,0,12094,65800,505462,392157,75677,605,153,7618,7705,680,59,1549,2988,3,0,0,0,0,0,0,0,0,0,0,0
북평,0,0,0,0,0,0,0,29,9,2,1,95,0,6823,0,0,18443,2,640,4457,12,17535,38744,7133,2533,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,1245,0,0,0,0,0,0,0,0,0,0,63589,0,1100,0,0,1146,0,11,49,219,0,0,12118,154194,399271,380187,341641,6263,1700,13485,53582,2251,336,7529,3545,4,0,0,0,0,0,0,0,0,0,0,0
강릉,0,0,0,0,0,0,0,0,569,0,0,53,985,40132,646,0,55781,0,182,2936,40,7905,33910,9327,2074,7746,20,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,48376,397,0,0,0,0,0,1323,160,1363,3,0,6431,86950,66791,330058,244546,521,64,1129,2869,2619,482,11917,7280,34,0,0,0,0,0,0,0,0,0,0,0
정선,99,0,0,0,0,0,2,444,0,0,0,1,26,297,0,0,687,93,317,29537,582,81196,1313,423,60,78,0,0,0,0,0,0,0,0,0,0,0,0,0,978,1097,0,0,0,0,0,1,0,0,0,0,0,52952,0,0,0,0,100,0,0,2,0,0,0,4,7613,561,2390,678,1025773,6952,113889,144153,232,21,242,253,10,0,0,0,0,0,0,0,0,0,0,0
쌍룡,0,0,0,0,0,12,3,408,2,3,0,0,22,62,0,0,176,218,400,7117,315,22785,1460,186,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,907,1307,0,0,0,0,0,0,0,0,0,0,0,23595,0,0,0,0,0,0,0,41,6,0,0,10,2256,360,1898,112,7848,9954,100034,21875,116,3,275,168,1,0,0,0,0,0,0,0,0,0,0,0
석항,0,0,0,0,0,3,1,4164,37,0,0,3,8,1058,1,0,2015,437,1202,52773,1487,199292,9432,2259,672,1191,2,1,0,0,0,0,0,0,0,1,0,0,0,5481,6380,0,0,0,0,0,0,0,0,0,0,0,125244,0,0,0,0,0,0,6,18,7,0,0,42,12073,5467,10573,1740,113113,90961,505658,174990,904,94,2690,2132,25,0,0,0,0,0,0,0,0,0,0,0
고한,0,0,0,0,0,0,0,2610,10,0,0,0,0,845,0,0,1090,181,1330,60320,918,144172,7307,2409,445,1351,0,0,0,0,0,0,0,0,0,0,0,1,0,2963,3558,0,0,0,0,0,0,0,0,0,0,0,179728,0,0,0,0,0,0,0,0,0,0,0,635,67507,6048,31001,3992,123834,14703,175903,355593,97,4,463,707,11,0,0,0,0,0,0,0,0,0,0,0
부전,0,0,0,0,0,0,0,0,0,0,0,0,0,5017,325,0,21446,13,710,9783,431,26248,30136,41555,27470,17919,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,90,0,0,0,0,2005,0,7500,0,0,137,0,0,0,237,0,0,2074,3736,798,2571,3820,26,0,25,20,22008,610922,231519,92048,7480,0,0,0,0,0,0,0,0,0,0,1
좌천,0,0,0,0,0,0,0,1,0,0,0,0,0,5125,2,9,280628,1017,269,1690,119,4948,2810,4518,2635,5377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5457,0,0,0,0,0,0,0,0,0,0,0,191,433,133,503,879,0,0,9,6,669758,311194,422439,53305,5088,0,0,1,65,6,10,1,0,0,0,0
울산,0,0,1,0,0,0,0,0,30,1,10,0,4,13325,0,3,133796,28,1228,18773,1395,47368,41561,47971,23154,45444,1321,0,0,1,0,0,0,0,0,0,0,0,0,2,397,0,0,0,0,0,0,100,0,0,0,0,25003,0,0,0,0,0,0,0,0,0,0,0,1841,9373,1315,7257,12442,48,0,177,17,249182,488651,165116,632201,25668,0,0,7,112,0,0,0,0,1,0,0
경주,31459,2461,32,545,600,4,940,6,2475,9,107,373,230,135330,1288,16,81420,63,1102,9723,279,24785,26618,46941,35650,136054,1300,0,2,0,0,0,0,0,0,0,0,2,0,24,13,1,0,0,0,0,4,0,0,79,0,0,20286,0,0,0,0,0,0,1554,407,1107,158,0,2247,10983,1500,3292,7778,2,0,20,63,99045,49091,627799,239706,704778,0,0,0,1450,0,3,0,0,0,0,0
포항,308,3903,308,232,21,2,22,22,389,18,667,373,311,78851,1,5,7802,4,261,764,17,3281,3245,5462,5393,24444,1111,1,2,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2490,340,612,0,0,0,0,3,4,82,1,0,30,189,6,23,2465,2,0,8,11,12715,5445,29760,692568,4198204,443,0,8,661,0,481,0,0,0,0,21
진해,33184,1265,2546,13,1752,28,2442,1920,4213,7,621,1699,980,11683,3354,29705,17013,0,0,65,0,0,0,0,0,0,749,0,2,0,433,95,2130,0,0,154,439,403,0,0,0,0,0,0,0,0,0,0,2,0,0,329,0,0,142,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7135,1164746,1,56750,225236,7689,1747,672,236,379,10,587
삼천포,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,33,0,164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,5,44,213,24701,2793,236,59,0,7
진영,7980,358,1863,8,1193,1,716,554,2065,0,318,849,964,13395,3927,70370,186383,0,0,0,0,0,0,0,0,0,0,0,1,0,42,26,214,2,0,7,0,652,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,48,9,2,52438,9,183252,228317,15267,7162,1668,154,771,43,479
마산,97295,2919,15895,96,14719,1,11939,7869,14299,0,4714,10613,8078,37205,17267,191257,108316,0,0,16,0,0,0,442,220,2087,5170,636,0,0,1780,1502,7621,1009,60,127,95,15862,182,0,0,1587,0,0,0,0,0,0,0,0,67,469,0,0,1630,138,0,1544,0,0,271,0,0,0,0,0,0,0,56,0,0,0,0,560,0,97,1431,261,204246,1,221509,9687,450492,108287,22939,4418,5829,656,8330
군북,10735,4,1100,0,841,0,407,198,1456,0,83,546,503,2686,49,7261,64379,0,0,0,0,0,0,0,0,0,7,8,0,0,65,43,460,50,0,7,46,1927,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,1,7069,44,15404,476333,170852,158064,4761,590,290,47,355
진주,51640,4,5382,0,5291,0,3427,2060,6042,0,1040,1113,1347,2378,157,12437,49995,0,0,0,0,0,0,0,0,0,6982,1993,0,0,585,117,4267,1844,354,943,973,32052,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1137,14397,6841,105933,151696,548806,270918,19964,4704,295,3469
하동,21498,49,431,0,375,2,246,181,822,0,27,31,92,699,7,1904,22637,0,0,0,0,0,0,0,0,0,242,225,0,0,56,40,591,421,17,707,232,59119,3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,1,0,0,415,757,1861,24636,4635,286742,204857,50397,3086,231,1013
광양,16604,214,2215,54,961,31,173,172,169,2,0,36,82,672,1,772,11960,0,0,0,0,0,0,0,0,0,40,1468,0,0,64,75,1112,853,103,1043,2040,207841,18189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,250,5443,567,20300,52462,119132,12261,354,2844
보성,1,1736,716,20,170,101,56,231,42,0,0,3,0,178,0,3107,68589,0,0,0,0,0,0,0,0,0,14,91,34,199,4498,2809,8916,167,26,509,606,218062,47412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,68,0,532,7259,206,6022,4531,9637,989310,103596,395648
화순,17,823,386,122,33,17,43,4,4,0,0,0,0,30,5,207,7109,0,0,0,0,0,0,0,0,0,2,16,34,4,1733,1682,3285,2,0,26,26,8483,7979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,57,991,47,341,269,318,92572,230403,251758
광주,317849,60455,75668,3870,42354,3123,21468,13328,27580,0,0,301,0,1345,0,1340,39003,0,0,0,0,0,0,0,0,0,21511,32412,28615,6896,56038,80727,320712,43,0,0,0,25204,22102,572,0,0,28,0,0,0,0,35,0,0,78,64,0,0,828,0,0,472,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,300,10001,204,2992,1592,2161,416261,238987,421071
