"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","서울산","통도사","양산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","덕유산","무주","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","현풍","창녕","영산","남지","칠서","칠원","마성","동수원","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"발안",13141,8978,2461,1955,32942,23249,10502,18329,4581,7314,7252,1795,68,719,442,319,2749,3152,1426,762,6590,2331,1431,923,1404,212,3362,471,299,450,1950,76,29,177,1798,178,170,246,274,844,9,127,122,13,77,55,107,139,29,0,72,1527,612,156,112,32,235,11,16,18,98,5,0,3,145,31,212,16086,39819,20246,899822,65191,24160,37472,6108,152302,68584,286,252991,193861,131489,109902,34567,6901,12526,5410,4053,7706,6189,5370,5971,23323,8400,3072,203,1909,339,2639,314,91,73,253,655,159,194,4247,8,0,0,0,0,1,4,54,7022,4847,647,487,1499,1002,236,482,1055,662,173,328,204,288,64,666,376,760,438,130,142,22,43,745,948,442,164,268,497,11883,27379,25027,50,158,699,117,693,2,2,1,6,51,0,26974,2792,8660,3798,1957,3247,2141,1202,769,370,232,160,142,174,94,232,7658,6167,1,12226,396987,80053,30059,519,559,406,10,22,15,30,40,254,34,87,298,263,73,1195,212,1272,64,117,70,2029,1090,137,1850,198,157,322,4468,3257,1323,630,3,0,265,268
"서평택",73743,37208,22159,30855,35831,12067,8443,16239,4117,9743,7682,2554,54,761,308,335,2227,2749,1365,891,10198,2850,1506,3289,1838,721,6453,552,857,1283,2197,160,87,285,4630,225,188,337,312,1844,3,95,318,70,160,374,161,97,22,0,12,1287,968,93,172,14,233,12,11,18,49,4,1,3,65,43,136,16238,51575,16955,1656542,42221,11789,36714,3696,350950,195543,271135,1069,257674,126896,117138,29331,4721,16471,4560,2640,5495,4141,3199,3141,15303,4878,4434,125,915,165,1227,147,43,34,113,294,78,88,1971,2,0,1,0,0,1,1,24,3088,2741,493,253,1011,639,142,658,1190,617,120,240,154,535,156,953,107,638,139,43,42,7,12,1207,982,1789,97,233,561,77741,56534,42741,32,149,569,42,236,0,0,7,9,95,0,38719,2846,9289,3376,2498,2680,1726,1393,1220,213,322,159,149,123,51,208,18936,22395,18,57920,753797,151818,63402,740,626,740,20,13,19,18,36,131,17,93,327,151,53,1156,135,409,43,86,54,2148,1189,368,2846,269,168,528,4812,3663,1575,672,9,0,454,288
"송악",55869,22094,12346,19916,12146,4337,2649,6385,1245,3228,4003,741,19,303,119,1143,861,1094,540,666,3285,1130,832,512,1961,104,1651,274,171,384,883,40,24,118,1108,99,41,110,100,412,0,23,41,11,30,92,86,57,45,0,6,652,236,32,87,10,193,5,6,6,15,1,0,2,24,9,74,6621,20541,6330,808699,23453,7732,20339,2755,127842,140734,193821,277788,1751,28314,57252,19344,1596,6176,1669,1022,1953,1538,1051,1297,6023,3320,1669,26,111,18,154,18,5,4,16,36,8,10,247,0,0,0,0,0,0,0,2,733,635,147,83,265,174,97,159,529,265,39,67,65,363,84,764,76,631,55,11,21,3,6,269,494,71,37,94,266,69602,31340,24241,32,108,178,49,220,0,0,5,8,21,0,28089,2751,7308,1847,837,2191,1853,807,1262,613,201,131,184,207,104,277,11580,10577,14,24818,348425,44444,24368,665,871,232,4,7,9,12,25,113,12,72,208,228,72,1271,113,427,29,101,52,1865,981,102,1562,103,143,96,2661,1645,506,308,2,0,146,114
"당진",45918,15152,7438,12425,7382,2352,1224,3479,700,2011,3601,535,12,211,55,61,353,491,177,175,1784,651,308,243,889,43,662,130,77,121,371,36,18,63,639,43,54,57,78,183,0,4,5,0,13,5,12,19,25,0,3,248,152,23,42,0,30,5,2,7,4,0,0,0,5,4,59,10650,34450,13140,591319,50202,19181,36086,4169,77907,97712,124763,139075,35820,795,163396,59102,3255,7571,3118,1746,3504,2328,1988,1898,8770,5897,984,17,22,4,27,2,1,0,4,9,1,1,48,0,0,0,0,0,0,0,0,345,255,75,32,219,78,22,136,362,116,20,16,29,308,85,768,60,419,50,14,18,4,4,171,251,27,16,97,173,46205,14698,14760,19,48,204,33,195,0,0,0,4,8,0,18670,2268,5199,1620,818,1697,1158,676,867,355,178,139,235,187,124,271,7341,5882,5,18383,223302,30380,17121,769,658,138,5,7,11,28,39,155,16,94,163,201,65,1215,93,452,44,92,35,1925,1137,60,553,54,51,63,1615,1225,395,233,0,0,67,36
"서산",68747,20662,9500,14670,12512,7156,3163,8371,1144,2249,4976,763,22,261,100,104,612,813,223,243,2519,1390,681,773,573,97,1665,203,73,122,652,18,2,57,460,46,18,38,65,202,0,0,1,0,3,3,9,17,2,0,2,262,116,20,10,5,27,1,5,9,0,0,0,1,3,5,39,8743,27313,9144,747537,39798,15183,29689,3329,78747,107545,111806,128951,76009,158051,1234,40280,2558,5892,2607,1647,3383,2099,1542,1674,7263,4442,1500,13,11,1,15,1,0,0,3,3,0,1,19,0,0,0,0,0,0,0,0,697,205,79,10,93,24,31,112,517,244,23,13,29,533,140,785,107,795,82,26,23,2,8,194,217,83,15,49,114,34437,20178,23968,43,64,237,62,487,0,0,1,3,10,0,24954,4196,5925,2082,1802,2651,1768,896,973,574,247,300,575,360,136,429,9731,7275,8,17638,256956,24036,19850,1105,1120,275,10,2,16,19,41,273,37,92,359,241,144,1759,235,740,89,127,57,2483,1535,67,307,59,30,63,1843,1294,475,228,5,0,77,19
"해미",22690,7072,3165,4932,4264,1877,892,2397,398,639,1536,230,5,72,36,20,146,240,67,95,689,525,277,76,145,22,341,49,14,41,189,7,0,20,152,7,2,9,20,63,0,1,1,0,1,1,1,4,1,0,2,97,34,14,4,0,11,0,3,6,1,0,1,0,0,3,7,25056,104279,27294,256402,53257,51735,106519,6888,25855,34880,32851,31890,24170,57430,42393,1569,6276,14126,7528,3687,8029,4355,3100,3151,14035,11739,469,8,5,0,6,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,1,221,62,22,10,36,15,6,31,181,60,7,8,4,179,54,278,38,368,28,11,6,1,4,55,52,10,6,11,51,9778,7895,8972,11,30,82,18,150,0,0,1,0,4,0,9469,1378,2492,823,564,818,734,303,446,174,89,72,135,70,36,152,3491,2533,2,6616,74556,8127,6984,424,386,78,0,0,3,11,14,82,9,26,88,90,39,668,75,219,20,46,16,893,542,32,109,11,12,42,521,414,134,59,1,0,29,18
"서김제",2415,617,243,380,128,27,7,5,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11181,45659,12768,64633,10807,5172,17611,4137,9663,6160,6839,5208,1671,3408,2971,6684,105,9220,19388,31363,43069,24316,22813,13385,59760,4068,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,3,10,3,6,0,1,0,0,0,1,0,0,0,0,1,1526,678,284,0,0,2,0,1,0,0,0,0,1,0,1009,75,221,40,11,25,11,8,15,2,4,3,3,3,2,4,879,529,0,2064,19944,2932,2606,28,16,0,0,0,0,0,0,1,0,1,1,0,1,18,0,7,0,1,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"부안",7189,1776,851,1101,415,80,16,25,3,4,4,1,0,2,0,2,5,1,0,0,10,1,1,3,2,0,3,1,0,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,21221,131254,17176,130497,22244,7681,22389,4792,16846,14381,11489,16690,3910,6443,6514,14355,12293,130,11220,15233,27844,15797,11867,7716,30551,5775,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,0,1,0,81,6,39,7,47,2,1,0,0,1,2,0,1,0,0,0,2880,1579,928,0,0,9,2,9,0,0,0,0,0,0,2370,182,589,90,41,108,67,21,43,13,6,2,7,8,2,20,1373,917,1,3101,36693,6235,4487,78,51,1,0,0,0,1,1,1,0,1,5,10,4,60,3,19,0,7,2,116,65,0,1,0,0,0,3,5,1,1,0,0,0,0
"줄포",2619,639,237,341,161,23,4,14,3,1,3,1,0,0,1,0,0,1,0,0,2,4,1,1,1,0,0,1,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8723,53695,6489,56993,12271,3453,12135,2100,7243,5017,5230,4930,1745,3107,3154,8163,20611,11411,516,7644,18642,17738,10437,9340,39845,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,7,11,1,11,0,0,0,0,0,0,0,0,0,0,0,1290,504,316,0,0,3,0,1,0,0,0,0,0,0,900,55,170,34,20,32,26,8,12,3,6,2,4,2,1,3,489,372,2,1592,17427,2382,2316,25,14,0,0,0,0,0,0,1,0,0,0,2,2,27,3,6,0,2,0,30,20,0,0,0,0,0,1,2,1,0,0,0,0,0
"선운산",2458,564,298,342,146,17,6,12,1,1,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6759,71524,4386,40515,6271,1942,5510,1264,3900,3710,3725,2691,1012,1302,1596,3397,33727,17717,14084,79,20162,56583,34213,34075,191445,1329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,921,539,334,0,0,4,0,1,0,0,0,0,0,0,886,41,127,44,16,29,20,4,11,4,1,1,5,1,2,2,454,294,0,868,9128,1238,1397,18,9,1,0,0,0,0,0,0,0,0,0,4,2,16,2,8,1,0,0,23,19,0,0,0,0,0,0,1,0,0,0,0,0,0
"고창",3203,977,390,475,212,22,6,10,1,1,1,0,0,0,0,0,2,0,0,0,7,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9288,88193,6983,76281,11747,3311,10967,2021,9073,6813,6793,5288,1725,2984,3111,7482,44576,27610,23161,22792,73,22847,15417,11726,48595,2235,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,3,20,3,6,1,0,0,0,0,0,0,0,0,0,0,1500,731,353,0,0,8,0,5,0,0,1,0,0,0,1348,79,238,65,14,55,22,12,17,4,2,0,4,7,0,4,597,479,1,1498,20176,3092,3073,22,4,1,0,0,0,0,0,1,0,1,2,2,0,25,1,7,1,0,0,46,38,0,0,0,0,0,0,1,0,0,0,0,0,0
"영광",5137,1361,490,662,242,33,5,8,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5672,50232,4335,80420,7130,2148,6302,1185,8686,6949,5905,4930,1521,2130,2249,4282,24669,15324,16340,57016,24003,76,18110,15989,69701,1346,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,45,17,17,5,20,0,0,0,0,0,0,0,0,0,0,0,1247,810,535,0,0,3,3,0,0,0,0,0,0,0,1598,102,397,68,36,79,60,20,30,9,4,2,3,7,4,9,807,538,0,1363,16055,2227,2400,50,33,0,0,0,0,0,0,0,0,1,2,4,1,55,6,14,0,0,1,74,49,0,0,0,0,0,4,1,1,0,0,0,0,0
"함평",3261,871,392,706,218,30,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018,37926,3093,64234,4906,2376,3371,816,4625,5108,4646,3087,924,1433,1304,2970,20965,11682,9178,37305,15568,18130,335,18353,134034,938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29,10,19,2,12,1,0,0,0,0,0,0,0,0,0,1,1646,714,314,0,0,5,1,3,0,0,0,0,0,0,1120,85,308,30,16,62,40,18,31,2,1,1,2,7,5,7,600,388,1,948,12040,1577,1826,32,37,0,0,0,0,0,0,0,0,0,1,3,1,28,3,6,1,3,3,37,24,0,0,0,0,0,0,1,0,0,0,0,0,0
"무안",6021,1986,659,1012,368,63,7,11,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4429,35813,3825,90156,6516,2227,4556,1031,6748,7477,6549,4365,1439,1943,2025,3926,15589,7967,9550,38709,13617,19611,13606,125,1730405,1102,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,56,15,33,4,34,0,0,0,0,0,0,0,0,0,0,0,1437,1097,626,0,0,6,0,5,0,0,0,0,0,0,1978,109,560,137,37,136,88,33,32,14,10,6,9,5,0,10,1076,773,2,4657,18421,2363,2390,81,45,0,0,0,0,0,0,0,0,0,0,12,7,50,6,20,0,1,1,103,67,0,0,0,0,0,2,1,0,0,0,0,0,0
"목포",24922,6640,2758,3531,1759,337,47,60,14,6,16,1,1,2,0,0,4,2,0,0,7,5,2,3,0,0,3,1,0,0,3,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20248,153970,16431,304373,25368,8457,23161,4000,26198,29546,22353,17018,6022,7883,7215,15937,65185,28890,34504,197245,53267,84596,145192,1787842,56,5505,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,14,2,0,0,1,1,0,1,0,1,0,0,0,253,38,177,27,183,5,1,0,0,1,1,1,0,0,0,1,4870,3908,2716,0,1,27,1,30,0,0,0,0,0,0,7631,808,2027,550,203,624,374,181,213,380,36,147,51,249,69,195,3510,2330,5,6465,74878,7992,8882,423,220,0,0,0,0,0,0,6,1,5,11,45,18,393,36,109,2,4,6,635,423,0,2,0,0,0,4,5,4,1,0,0,0,0
"무창포",5068,2221,801,988,716,165,45,134,8,8,16,2,0,0,0,1,6,4,1,0,16,8,4,0,1,0,3,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21915,46862,36140,58051,23011,16936,12938,6666,4752,8010,7925,5883,3958,5693,5296,12602,3935,5845,1920,1276,2213,1107,812,727,3751,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,0,3,0,0,0,4,0,0,0,0,55,14,52,10,95,6,0,0,0,0,0,1,0,0,0,0,2336,1613,2322,0,1,16,3,12,0,0,0,0,0,0,1725,183,667,125,78,219,206,147,110,29,14,13,4,13,7,24,716,562,1,1509,11600,1677,1397,85,84,4,0,0,0,0,3,3,11,8,16,11,9,99,19,68,9,4,5,219,81,0,4,0,0,1,12,9,4,1,0,0,0,0
"울산",104680,18533,7805,25235,13269,32994,18380,12271,20429,20933,50626,8612,1101,6974,8314,2559,23768,37866,128474,50737,245016,204696,344750,183690,227125,72454,646521,1011456,549939,644754,751123,1,85,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,2,1,9,560,167,1,4,0,1,241,539,214,28627,560,121,402,81,11837,2607,3950,4750,1462,721,1963,728,0,2,2,0,0,0,0,7,1,1,403773,8268,17342,1516,17609,1278,350,534,864,829,13,8,84,4,0,0,0,0,0,0,27,10719,136,33,38,131,213,56,1704,6088,445,104,232,83,60969,1882,5635,4085,1448,6421,5849,3187,14447,4824,1108,1527,78,99,188,321,5650,3441,910,14040,4253,241,62,453,0,0,0,0,0,0,5240,1695,2586,1794,3106,4161,1692,2887,1278,950,1289,864,903,631,309,752,18125,1386,2252,2478,42221,11066,4793,7919,5695,27724,2622,16606,3588,7133,18363,14691,3242,25553,5966,1666,1210,9730,1782,10306,12987,13912,4386,1637,2096,0,1,1,0,3324,10231,22786,10870,4618,0,0,824016,281046
"논산",20624,3532,1026,2605,2353,3372,1574,5226,30624,30795,77248,18500,388,11945,1855,1286,8995,8509,2015,2406,15185,9094,5102,3803,4891,421,5295,853,512,1232,1959,688,53,456,3516,643,875,612,550,2756,2,44,17,4,31,23,56,114,54,0,26,2644,1096,253,469,115,539,109,100,134,17,0,3,1,53,109,399,1,0,0,3284,1,0,3,0,575,158,204,87,21,10,8,3,0,0,0,0,0,0,0,0,0,0,5699,2156,136369,26237,129831,23571,8459,5805,22295,36097,7865,11499,169519,14,0,0,0,2,0,3,2136,781,302,410,197,562,2348,351,27736,40702,4789,551,569,564,39750,2159,4997,6994,2586,5492,6409,18875,17862,4730,5704,6279,388,320,869,1745,442,355,125,407,1047,109,3,32,0,15,29,34,148,0,651,203,623,379,666,4476,2064,1188,1424,374,125,158,179,181,126,313,1670,124,225,340,4218,563,636,1985,1448,1750,25,73,32,80,178,74,1,44,38,319,135,2272,98,240,18,25,20,2884,1433,366,3662,286,240,25858,50539,253340,184592,75905,154,0,295,92
"익산",297966,42262,14493,36547,26036,39166,7666,12793,46883,28426,59438,15000,276,8321,1644,1047,9957,15803,4452,3140,15549,9382,5518,3418,7894,630,18754,1015,571,311,1314,69,19,96,1309,190,73,241,270,1183,1,7,1,1,2,4,9,24,29,0,20,859,412,82,85,14,118,80,37,38,8,1,0,2,13,26,91,1,3,2,38946,12,1,6,0,8836,1832,2554,1420,161,85,63,21,0,0,0,0,0,0,0,0,0,0,12876,125260,291,5429,38776,18748,8329,7770,18751,41393,6595,7695,130480,5,0,0,0,0,0,0,3126,32561,10270,8800,3276,38331,7834,64,14376,22386,8657,460,111,74,91078,4703,15262,17353,4338,12835,16211,34800,36065,11901,2902,3219,55,83,158,440,6713,5539,1544,537,964,216,22,90,0,3,10,15,28,0,7425,2890,5261,1673,2011,10814,4985,3072,3858,1071,412,455,488,521,280,678,19592,1488,3663,2584,35554,6265,3839,3672,3252,1649,60,37,71,151,312,133,11,93,46,560,228,3678,269,626,56,71,59,5583,3774,133,1581,120,74,31915,54820,241790,132377,42553,183,0,147,56
"삼례",37590,5385,1800,4609,3309,4826,987,1522,5427,3242,7507,1977,62,761,175,86,1715,1869,896,910,1694,950,686,1489,958,29,1361,185,46,23,115,3,0,11,81,12,7,10,14,71,0,1,0,0,1,0,0,1,1,0,0,46,30,4,17,3,9,5,2,2,0,0,0,0,0,2,10,0,0,0,4933,2,0,0,0,1103,229,318,176,20,13,6,2,0,0,0,0,0,0,0,0,0,0,1093,23344,8790,33,16104,26534,17371,15369,27862,55625,4134,17741,87816,0,0,0,0,0,0,0,2183,4010,1144,7560,743,5123,1954,4,2482,3202,469,25,17,8,12387,589,1949,1817,579,1059,1329,3643,4313,998,505,397,6,6,13,50,843,692,189,67,114,29,5,12,0,0,2,1,2,0,956,349,645,224,279,1305,621,248,335,94,37,46,62,83,40,88,2509,182,460,332,4633,780,527,520,555,227,2,8,6,21,28,19,2,9,5,92,25,505,38,77,5,13,5,663,516,11,88,9,8,4234,5768,30528,17388,5693,15,0,15,2
"전주",430535,60877,20536,51760,36899,55420,11120,18293,57072,33441,85387,15005,348,9169,1741,1216,9934,14030,3706,4122,13713,8572,5326,3743,8832,423,9901,967,360,309,994,31,5,51,569,75,31,83,60,525,1,3,3,1,3,1,4,7,9,0,2,384,210,45,143,10,54,23,13,10,5,1,1,4,5,3,46,1,4,0,55748,16,2,9,0,12324,2533,3564,1903,235,123,81,33,0,1,0,0,0,0,0,1,1,0,10283,129695,48509,25105,1620,30668,36766,42185,100442,329570,35407,43316,884329,2,0,0,0,0,0,0,20871,44770,10187,16041,4035,35825,13892,31,16601,24777,3036,156,72,35,140029,6238,14566,17514,5940,12757,12994,37677,39921,8493,2949,3988,30,40,53,189,9254,7730,2182,642,931,264,35,141,0,2,9,3,18,0,10771,4145,6869,2307,1733,17432,5556,2816,3458,1258,551,877,756,644,261,864,28213,2129,5198,3841,52508,8836,5925,6133,3493,1783,35,90,54,127,384,176,15,148,66,624,279,4971,345,763,44,120,91,8912,4709,32,589,35,28,31623,73809,293592,146912,49810,143,0,99,43
"서전주",45139,6570,2186,5451,3924,5925,1300,2168,9731,4181,11855,3050,47,1589,263,202,1393,1984,443,575,2164,1626,923,596,1032,62,1297,137,14,26,120,7,0,9,67,14,4,9,15,63,0,0,0,0,2,0,0,3,1,0,0,35,19,8,3,0,10,4,1,4,0,0,0,0,0,3,4,0,0,0,5696,1,0,1,0,1286,263,372,198,23,12,9,4,1,0,0,0,0,0,0,0,0,0,992,22804,21700,30766,35586,445,7077,9826,53064,299032,11874,14895,259822,2,0,0,0,0,0,0,10497,4750,1221,2408,672,5853,2554,11,2723,4810,732,47,12,7,18575,986,2149,2545,953,1856,2208,5409,5490,1338,642,907,4,7,5,42,971,812,234,88,302,35,4,19,0,0,2,3,4,0,1124,477,809,297,289,1794,840,415,474,204,85,122,114,147,56,167,2897,211,530,376,5159,894,564,792,557,330,4,10,9,53,69,34,2,23,11,116,27,650,34,104,7,18,10,1052,716,5,67,5,5,6590,7514,42072,24387,8580,24,0,12,2
"김제",11257,1632,538,1361,1000,1481,302,471,2413,1309,2106,744,12,389,57,53,526,414,74,92,701,498,260,154,287,20,249,31,7,9,31,0,0,3,16,2,2,10,4,15,0,0,0,0,0,0,1,0,1,0,0,12,10,3,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,1450,0,0,0,0,322,71,93,48,5,2,1,0,0,0,0,0,0,0,0,0,0,0,212,8122,8364,18706,34426,5168,44,3090,31405,332409,12368,13464,202038,0,0,0,0,0,0,0,10081,1159,451,819,163,1768,997,2,743,898,129,7,3,2,5687,239,596,621,249,660,624,1441,1135,432,484,355,0,1,5,7,235,205,59,45,97,7,0,0,0,0,0,0,3,0,293,94,185,77,84,513,192,99,86,43,16,11,22,35,3,23,743,57,133,97,1351,224,146,124,111,71,1,6,1,1,20,8,1,2,2,14,8,146,12,12,1,0,1,202,132,3,15,1,0,980,1629,6705,4547,1553,6,0,0,0
"금산사",10571,1459,488,1286,927,1352,267,306,1461,537,1819,428,13,408,47,75,457,289,60,61,341,217,127,62,163,14,139,26,5,1,27,2,0,1,6,2,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1409,0,0,0,0,297,65,85,44,5,2,1,0,0,0,0,0,0,0,0,0,0,0,177,5126,7262,16340,37057,8419,3503,7,10596,45792,13828,12086,174958,0,0,0,0,0,0,0,4710,1066,339,663,123,1510,825,0,593,813,134,12,1,5,4747,227,490,439,157,251,282,901,845,278,178,189,1,2,1,2,230,197,51,8,31,5,1,1,0,0,1,0,0,0,269,78,168,53,41,303,103,42,46,24,11,7,10,5,4,14,702,62,120,102,1286,221,137,91,71,51,0,3,0,9,5,3,0,1,4,11,7,87,7,13,0,3,3,128,79,0,10,0,1,852,876,6828,3919,1535,10,0,1,0
"태인",36445,5074,1739,4387,3169,4585,891,1209,5162,3449,5434,1719,35,1184,177,143,1723,1401,298,237,1101,834,428,217,432,22,503,49,6,14,32,0,0,3,10,0,0,3,4,19,0,1,1,0,0,0,0,0,0,0,0,10,10,0,1,0,3,1,1,0,1,0,0,0,0,0,3,0,0,0,4677,1,0,0,0,1034,207,303,156,18,9,6,2,0,0,0,0,0,0,0,0,0,0,412,21127,17402,27268,93664,50335,23839,10308,3812,30760,10930,9741,176574,0,0,0,0,0,0,0,3319,3774,915,1231,444,4336,1816,5,1791,2296,360,48,10,5,16839,763,1769,1944,599,2215,1555,3297,4765,1117,483,510,2,2,3,10,788,672,178,81,143,20,1,6,0,2,1,0,1,0,892,277,587,181,508,1129,698,198,247,96,32,21,48,52,21,63,2404,185,436,342,4333,740,515,397,261,199,4,8,7,11,31,12,3,4,3,70,12,398,26,69,0,8,4,438,283,1,14,3,0,2174,4807,18736,11904,4723,14,0,2,0
"정읍",100216,14079,4823,11941,8492,13078,2769,4450,18455,7695,15940,6635,102,3707,745,380,4149,3356,1289,732,2157,1381,726,418,913,68,797,64,18,11,57,2,1,5,16,2,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,16,7,2,0,1,1,2,2,2,1,0,0,0,0,0,2,0,0,0,12619,3,0,2,0,2837,593,813,435,52,28,17,6,0,0,0,0,0,0,0,0,0,0,637,34075,39268,61454,327670,302919,307279,51830,36784,131,59287,57399,795145,2,1,0,0,0,0,0,8169,10427,2576,4547,1016,9283,3851,12,4630,7622,1339,100,25,5,54378,2211,5074,7580,2483,4158,5290,16084,12588,2802,1399,1614,1,4,4,4,2138,1776,502,193,437,92,7,45,0,0,0,0,3,0,2463,810,1638,545,544,3840,2236,1181,1232,529,236,120,319,464,161,473,6340,482,1193,878,11606,1998,1280,1901,1379,340,3,52,11,27,49,31,4,22,14,351,103,1746,141,296,8,47,25,2824,1632,0,19,2,0,8387,13747,67455,32878,11649,20,0,3,1
"백양사",27447,3831,1314,3352,2373,3407,652,598,2444,1002,2024,675,16,243,46,34,160,207,35,13,50,55,26,8,25,4,21,2,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3629,1,0,0,0,799,162,233,118,13,8,4,1,0,0,0,0,0,0,0,0,0,0,11,9822,5747,4953,35012,12159,14040,15126,11584,57114,58,27851,401819,0,0,0,0,0,0,0,10495,2790,564,765,239,2372,974,0,665,866,79,5,2,0,10877,537,1360,1059,363,630,647,1828,1758,522,138,178,0,2,2,0,601,497,137,12,28,15,2,3,0,0,0,0,0,0,678,208,434,150,106,678,319,212,154,63,17,24,21,32,24,46,1809,142,331,261,3634,563,419,257,239,11,0,0,0,0,3,1,0,3,0,29,9,279,14,44,0,1,3,362,215,0,0,0,0,1154,2011,8356,4570,1457,0,0,0,0
