"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","통도사","양산","서울산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","무주","판암","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"경산",17720,5483,2190,6045,5338,11071,10814,2870,5176,4457,14358,3594,1140,2010,3567,1830,25705,70856,109182,142671,1185382,1349877,955273,1788,123432,42213,252304,21497,30594,29527,123062,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,2,4,7,0,0,0,0,6,13,8,11192,35,8,16,4,1876,1210,1494,1871,337,274,388,105,1,1,0,0,0,0,0,0,0,0,163831,3221,1236,1405,16452,3317,3236,398,3303,398,87,32,392,402,17,18,96,0,0,0,0,0,0,0,29,1798,13,4,10,143,63,2,585,2719,61,5,42,4,32332,1142,4175,490,484,767,1735,646,4106,2190,224,493,2,3,4,9,1433,2973,340,14848,8215,2447,471,6455,791,4425,2567,3276,6918,0,0,0,0,0,0,2049,219,1450,1526,711,2679,1973,1073,433,196,124,188,198,97,39,121,5168,392,1067,1026,15236,5775,1056,2190,1144,132547,9615,48927,7562,10912,18126,8996,1467,11288,3067,398,124,2515,576,2288,1347,1406,1051,730,575,126,18,20,65,0,0,0,0,1425,3548,7908,5306,1912,0,0,31393,13251
"영천",12426,2639,972,3182,2878,5631,13158,3224,3558,3183,8116,2191,653,1447,2046,1102,7536,18851,34152,38701,302091,296042,373634,106446,5661,13350,90596,21194,32637,34992,138517,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8,6,0,0,0,0,10,18,11,6334,40,5,16,4,1708,1247,1531,2024,469,378,367,67,0,0,0,0,0,0,0,0,0,2,154973,546,135,67,352,1470,2849,339,2617,238,81,50,191,206,4,12,19,0,0,0,0,0,0,0,9,1223,19,9,7,52,51,3,273,1441,53,9,29,5,17284,485,1950,280,254,773,1508,336,2061,806,184,327,3,4,6,11,1737,1055,197,4472,2039,1408,272,3908,412,2326,1560,1150,1525,0,1,0,0,0,1,1029,146,937,698,455,1484,1117,457,118,114,95,73,77,52,26,63,3139,306,536,565,11752,5244,646,1104,650,28908,1598,8546,854,1236,2574,1918,424,2566,756,176,95,1009,247,1604,815,697,600,154,161,33,6,5,11,0,0,0,1,569,1488,6320,2406,899,1,0,40132,15986
"건천",5836,1338,494,1646,1161,2173,2096,839,1356,627,3110,643,93,479,749,257,2646,6309,7635,8044,59847,61548,94530,35228,19171,1045,49942,23675,29278,33118,110346,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,0,0,0,0,9,19,11,2554,36,4,18,4,390,237,409,336,202,72,127,35,0,1,0,0,0,0,0,0,0,0,139177,233,50,46,211,498,613,88,797,93,54,14,77,74,2,2,11,0,0,0,0,0,0,0,6,328,3,3,0,41,18,2,100,590,29,3,19,5,8874,363,886,129,131,202,257,114,994,229,80,104,3,4,6,12,452,444,91,1822,688,647,110,1218,254,1007,682,657,602,0,0,0,0,0,0,522,161,463,433,274,795,440,245,76,68,66,60,63,36,10,57,1301,98,306,262,3142,1169,370,580,410,7716,657,3349,382,603,1529,1076,218,1417,445,80,43,630,179,890,570,354,312,64,95,17,3,1,4,0,0,0,0,164,800,2211,1046,403,0,0,40291,17556
"경주",69602,15365,7031,16266,10978,28513,39853,9011,16955,24045,36422,9120,1622,5627,6227,1883,20518,45665,60626,55852,408170,403466,597796,240915,109236,71153,115380,187103,303060,234341,1132393,0,44,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,1,0,6,71,78,0,0,0,0,105,212,127,24877,326,64,173,48,5296,2623,5096,8535,1203,621,1583,334,0,1,0,0,0,0,0,0,1,0,575267,1204,126,80,347,5146,14456,1079,7986,1019,332,81,993,654,7,13,90,2,0,0,0,0,0,0,24,6712,83,26,16,126,155,24,1070,6318,266,73,214,49,84330,2809,7856,1078,869,1478,2833,1237,10175,2266,667,1163,43,51,72,137,5137,2672,707,13130,4929,4604,1089,10843,1941,8852,5210,4818,5461,0,0,0,0,0,0,5018,1002,3597,4869,2587,7099,4084,3502,593,536,759,471,524,342,136,418,11705,1004,1986,3262,40678,13713,3244,5912,3478,48243,3414,17907,2411,5035,14128,9906,2079,15369,3926,1208,489,7242,1498,6040,5671,2984,3263,693,959,132,21,21,54,0,1,0,0,1286,8808,18016,9197,4269,1,0,417394,155936
"통도사",14556,3800,1592,6414,3377,6498,6365,1356,5664,3614,7083,1340,515,773,929,437,2945,4730,9717,7347,26003,24524,27777,21554,21318,21307,171426,35838,155629,62654,851867,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,37,0,0,0,0,49,101,60,9852,116,29,81,22,2441,511,1010,1239,152,70,161,91,0,0,0,0,0,0,0,0,0,0,479828,183,14,13,122,572,1396,32,250,55,32,7,8,6,0,0,1,0,0,0,0,0,0,0,0,732,5,0,4,6,7,12,189,1722,53,18,77,20,24437,632,4543,608,527,1364,802,322,4078,821,80,166,19,24,33,64,1808,2162,529,2677,1143,1474,198,6494,314,3813,2509,472,635,0,0,0,0,0,0,873,151,2010,1573,1753,2554,1099,486,316,124,58,77,66,70,28,140,5446,487,1170,844,10804,4345,670,717,452,2893,446,2514,402,760,1995,1022,195,1398,444,142,67,1086,210,542,549,484,273,130,157,30,5,1,14,0,0,0,0,233,1642,2489,1464,799,0,0,224228,108437
"양산",12183,3275,1405,3337,2231,5274,4001,1210,3639,3038,5688,1141,417,991,1168,453,3090,6231,11738,8344,23492,30640,38442,30157,34818,29774,317671,193511,304236,225974,2716399,1,77,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,119,132,0,0,0,0,173,358,213,7342,386,91,282,79,1473,378,585,980,359,96,404,275,0,0,0,0,0,0,0,0,0,0,653569,224,27,21,208,1240,396,22,419,144,63,4,9,6,0,0,7,0,0,0,0,0,0,0,0,649,14,3,2,10,6,42,337,1168,187,62,267,73,17779,609,2568,365,353,760,595,304,2213,642,186,252,70,85,119,228,756,738,252,2434,1082,922,193,3336,315,1968,1297,749,917,0,0,0,0,0,0,1030,254,1166,1242,657,1460,936,373,369,299,157,159,119,180,70,214,3577,500,873,1020,10188,2834,1532,1057,895,4184,449,3340,491,1021,2712,1674,423,2615,601,319,157,1769,230,962,750,792,591,266,323,59,11,6,24,0,0,0,0,305,1875,2638,1322,610,0,0,620032,253840
"서울산",12711,3730,1272,5535,2446,7740,3940,1384,2871,2597,6379,1227,167,872,1479,717,2953,5698,15232,7934,34587,32493,43984,25949,31558,28188,189113,74207,192427,40884,643750,0,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,34,39,0,0,0,0,50,105,62,6590,130,26,85,23,1210,478,775,997,260,167,419,117,0,0,0,0,0,0,0,0,1,1,599351,227,48,33,167,786,1106,135,897,175,50,21,100,45,0,0,4,0,0,0,0,0,0,0,3,797,17,7,4,53,17,13,269,1021,70,20,85,24,21806,503,2349,417,398,723,636,253,1959,800,139,189,20,24,36,67,1318,837,389,2247,803,938,233,2733,335,2061,1252,793,945,0,0,1,0,0,0,1150,299,1190,1031,841,1589,1011,284,413,152,135,164,110,111,38,125,3738,316,1483,674,8056,2546,823,1084,958,4774,690,3165,378,922,2224,1688,391,2375,630,227,104,1117,247,959,1534,717,525,180,265,66,6,5,38,0,0,1,0,263,1165,2944,1622,706,0,0,229044,92112
"부산",125410,21664,7830,15707,10665,19354,12788,8910,12769,5381,30669,5417,1454,5608,5856,2488,19144,38321,59604,31708,82979,142451,244850,118809,151944,108413,1191793,892932,2661467,712441,82448,0,39,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,62,69,0,0,0,0,90,187,112,25757,257,53,163,42,4087,2074,1520,1621,607,329,682,263,0,0,1,0,0,0,0,0,1,0,740181,1255,183,205,990,1879,891,99,735,157,55,7,15,15,0,0,23,1,0,0,0,0,0,0,2,2018,69,26,8,63,25,24,601,4009,142,41,153,42,107430,4286,12489,1973,1814,2326,2347,1525,10307,2150,265,366,38,44,62,120,2260,2700,1019,13782,4295,5009,1195,12608,2012,6839,5424,4995,4973,0,0,0,0,3,0,6399,2275,4854,4224,2768,7910,4875,1725,1156,687,651,920,1122,460,172,623,11742,1797,2284,2678,35582,6261,3589,7949,4847,21146,2076,16128,2497,6412,15990,10639,2623,15031,4266,1446,646,11052,1559,6352,5776,2356,3137,1701,2245,374,81,49,153,0,5,1,0,723,5623,11814,3777,2015,1,0,1675559,567937
"군북",2379,442,196,498,446,617,467,176,455,232,626,36,5,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,1,584,14982,111562,720538,47328,14498,38052,31977,209664,582,5745,11056,2626,2373,6432,11409,7355,5551,0,3621,40161,48147,45892,39805,8626,1110,3,5,11,726,213,106,71,164,34,636,0,0,0,1001,3,0,0,0,419,51,116,167,36,39,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,24,1,17,1,1,0,0,2,0,0,0,7826,178,278,300,101,717,266,0,97,1,7,1,5,3,471,364,203,316,328,2206,147,1427,69,92,114,29,81,90,93,274,122,402,204,896,849,1545,10457,142,47,28,0,0,0,0,0,0,0,0,0,0,1695,2078,5566,5456,18054,0,108,25,46,30,8,57,17,3,2,1,1,0,1,0,0,1,288,24,48,51,931,211,65,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,58081,181802,26554,12515,52,145,936,373,346,16463,1,0,0
"장지",1261,226,223,311,183,478,512,104,360,158,1039,45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4919,16,23459,235933,17574,5129,7527,7008,31220,442,2380,4423,177,697,1746,2666,3232,2081,0,632,8880,11022,21708,14731,2943,612,1,2,3,467,20,26,11,35,25,309,1,0,0,616,0,0,0,0,133,41,53,158,59,64,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,5,1,0,0,0,0,0,1,0,4956,75,81,229,22,573,80,0,103,0,0,0,2,2,225,377,176,80,87,1323,79,1138,22,48,45,31,26,102,37,100,56,99,132,286,252,507,2822,63,43,21,0,0,1,0,0,0,0,0,0,0,1333,1357,2067,3093,7726,2,75,4,14,18,6,37,6,2,0,0,0,0,0,0,0,1,133,19,7,14,935,122,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,19830,28698,7740,4610,23,129,426,182,207,17014,0,0,0
"함안",4552,914,338,852,668,1383,1076,440,787,422,1656,80,3,1,2,0,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,113165,22335,297,1097841,85501,24807,47357,34080,180524,1038,8088,10348,1014,3302,4004,16749,12725,8489,0,2347,44791,64362,70785,66297,15476,3259,2,4,25,1449,286,210,126,483,137,2066,0,0,0,1270,1,0,0,0,364,78,91,194,27,41,50,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,338,73,11,71,0,1,1,0,2,0,0,0,9725,197,457,314,118,1260,413,0,140,2,6,1,13,6,1388,762,457,528,883,4225,570,2518,102,261,179,46,185,477,142,855,358,783,460,2667,2587,5643,16565,248,112,78,0,0,0,0,0,0,0,0,0,0,6619,12055,16969,14398,17859,1,201,64,127,78,34,109,19,0,3,0,2,0,3,1,0,0,643,37,380,87,1440,264,162,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,1,115932,150269,40489,14768,162,322,1774,965,732,65959,0,0,0
"산인",83873,12901,4920,15812,11171,20441,14064,7346,11239,6078,37957,781,12,23,4,2,5,4,1,0,15,1,1,0,0,0,1,0,2,1,1,745022,261681,1033697,22,3,2,1,0,1,12708,91888,85103,9267,20597,20001,102394,104723,42082,0,11262,314658,494090,362431,268943,58930,31401,38,38,193,18761,2216,2642,1147,5639,531,21787,0,2,3,19590,60,4,6,0,5762,1372,1945,5258,1017,830,922,123,0,4,0,0,0,1,0,0,0,1,2,0,0,0,1,3613,1028,70,421,40,11,3,7,13,0,2,4,116924,2680,5561,2642,1723,11475,4441,3,3637,51,20,20,169,87,13850,8528,6569,5809,13403,59927,5094,23296,981,1740,1495,473,1517,3095,1434,8929,1736,8011,4067,24517,23046,49293,113659,2886,3987,1614,1,1,3,1,5,1,2,0,0,0,0,1,0,0,0,0,2300,908,845,467,227,512,131,19,10,2,4,6,7,5,1,8,5873,787,1454,879,23293,3610,1743,32,12,0,0,0,0,0,0,2,0,0,1,1,4,16,4,4,1,1,0,15,16,1,0,1,4,2,4,1,1,5923,7456,27987,14294,8228,273,0,1,0
"동창원",4061,1073,466,1478,1049,2458,3164,635,1505,887,2130,64,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,47929,19453,81401,2,511,63393,159081,193352,866563,1659,15011,17655,1021,3532,4435,14983,10070,6105,988602,1916,38577,43676,40541,36351,9882,3653,4,4,20,3414,269,439,178,614,51,1401,0,0,0,2060,4,0,0,0,513,278,422,331,126,62,95,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1045,290,10,64,8,1,3,3,0,0,0,0,22094,463,1245,567,214,2448,625,0,422,9,1,3,15,10,1247,978,758,598,1057,11521,597,1927,107,210,210,46,465,437,197,1158,367,1063,669,3438,2241,5250,12015,505,398,161,0,0,2,0,1,0,0,0,0,0,11493,9282,5458,20122,71823,1,198,54,72,65,33,60,24,1,1,0,0,0,0,1,1,0,561,62,78,84,2230,451,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,44168,875607,336959,105932,282,720,3210,1666,1070,105569,1,0,1
"진례",1728,488,285,737,884,1676,1154,251,819,434,1272,61,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13067,5043,20254,0,67896,3422,118991,257288,1040070,539,4864,7179,369,1181,1439,3807,2569,1859,350156,595,9884,12690,12869,8289,2566,725,0,3,3,1076,171,114,94,148,8,358,0,0,0,1241,6,0,0,0,411,120,301,201,49,80,31,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,413,75,4,26,2,0,0,0,0,0,0,0,7536,176,390,134,85,589,121,0,150,1,2,0,13,5,324,441,455,148,266,3372,167,821,47,124,97,28,179,297,95,505,130,247,215,546,541,1016,3264,231,233,71,0,0,0,0,1,0,0,0,0,0,10146,5454,4079,8558,25488,2,92,18,51,30,18,39,9,2,1,1,0,0,0,0,0,0,238,43,67,24,1121,343,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,40974,1064576,299101,183168,106,379,1220,729,482,73742,0,0,0
"서김해",9240,1424,577,1473,1285,2466,1919,621,1436,629,1979,121,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32666,7506,37439,0,176154,133924,269,210485,2975074,2168,13646,12583,778,2909,3670,13932,12477,4708,502345,1148,31987,38254,25790,19893,4995,3532,6,5,22,2440,318,393,166,711,70,2488,0,0,0,2087,5,0,2,0,419,186,264,273,112,59,77,19,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,625,159,8,59,7,5,1,3,1,0,0,0,15893,314,1011,469,268,1820,600,0,379,7,12,4,20,14,1901,937,880,910,1836,7828,691,2611,176,268,220,69,354,394,244,940,398,932,610,3030,2666,5356,10677,359,401,162,0,0,0,0,0,0,0,0,0,0,14578,14501,8681,15646,37198,1,255,139,134,71,31,89,15,1,1,0,0,0,0,0,0,0,618,57,187,94,2022,464,199,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,3,2,0,0,3,52211,65163,44940,11348,383,727,2896,1549,1068,121039,1,1,0
"동김해",5704,1380,659,1371,1200,2463,1815,587,1539,916,2054,106,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,30636,7655,32721,1,206774,303179,232465,1402,5630103,1620,14155,14555,911,3589,5592,13440,12601,4814,420624,1111,30403,32550,27270,17978,5542,2877,12,6,27,3223,256,345,177,713,60,1867,0,0,0,2045,10,0,2,0,607,788,267,282,106,73,132,25,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,597,283,15,72,5,6,0,1,0,0,0,2,16080,356,915,559,301,1924,696,1,325,3,2,3,35,21,1516,1088,817,776,1582,9139,840,2392,114,404,197,63,370,415,250,1079,382,842,855,2823,2206,4764,7993,317,275,153,1,0,1,0,0,0,0,0,0,0,16410,14177,8527,14272,31233,2,257,74,145,75,36,75,20,1,2,0,0,0,0,0,0,0,657,68,148,93,1978,556,211,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,2,41927,7820,413952,3741,2489,556,2785,2348,984,133985,0,4,0
"북부산",21395,5403,2451,4277,4061,8347,6008,2402,5015,3900,8733,313,16,4,0,1,0,1,0,0,5,2,1,0,0,1,4,0,2,1,8,203805,35126,168523,6,963852,1207288,3058291,5617623,2065,18053,159528,207257,14709,41462,41505,111127,88148,32351,2024086,6477,205682,235269,148066,97019,24807,23593,21,19,175,33169,3239,6059,1913,6691,344,11423,1,1,0,6008,44,4,6,0,1515,579,893,1106,410,253,315,87,0,0,0,0,1,0,0,1,0,0,5,0,0,1,0,3599,1111,90,494,43,19,10,9,10,0,1,2,211237,3573,9493,9410,3423,20507,6100,2,966,28,27,31,199,106,10781,4694,3861,6374,16360,70556,4728,7872,375,821,791,212,1186,1076,776,3994,1083,7504,3616,19962,18174,36645,56341,1082,938,340,0,0,2,0,5,0,0,0,1,0,97169,85073,56219,80917,150700,3,934,497,376,257,134,204,62,5,2,1,2,2,4,1,1,3,1813,362,370,301,6317,1823,614,15,5,1,0,0,0,0,1,0,1,0,0,1,1,8,0,1,0,0,0,3,9,2,0,0,1,149322,7586,1986831,9381,2612,3105,13535,7893,4056,374209,2,4,3
"서순천",984,124,64,114,65,84,49,60,169,47,252,42,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,482,896,10033,1325,544,2300,1454,14605,858,5225,26213,147172,22743,24430,7700,1425,1224,0,354,11167,6256,820,1250,636,89,33,43,39,60,208,7159,24,16,17,214,0,0,0,127,0,0,0,0,25,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,576782,19210,27547,26801,22041,189272,70815,0,8,1,0,0,0,1,51,170,128,111,152,37,13,1336,47,71,38,12,33,32,92,100,11,92,71,56,183,488,2675,15,11,11,0,0,0,0,0,0,0,0,0,0,215,217,270,151,261,0,30,6,14,3,5,33,25,10,9,3,0,3,4,2,0,4,58,2,18,9,176,14,11,16,6,0,0,0,0,0,1,0,0,0,0,1,0,21,0,1,0,0,0,19,8,1,0,1,2,687,10449,970,885,16,64,199,130,186,5145,0,1,0
"순천",10002,1718,697,2823,953,1129,761,704,2185,910,4089,342,11,37,13,1,12,20,2,1,0,2,2,0,0,0,0,0,0,1,1,11623,3548,7783,80180,14127,5227,15826,13459,157565,9233,3013,28588,305064,140385,148480,62642,13954,8423,0,2659,95433,57456,7847,11444,6232,1031,318,609,613,171,576,15834,78,80,259,4244,0,0,0,1901,1,0,0,0,312,85,104,70,19,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,7,0,5,0,0,0,0,0,1,0,2,1312730,36972,58232,46474,29838,278001,87959,0,119,4,3,2,0,3,900,2188,1473,1670,2187,348,287,11428,481,965,773,312,353,453,1157,1654,311,1036,822,955,1770,5094,26024,210,205,138,2,0,7,0,9,0,0,0,0,0,3723,3577,3861,1864,2891,0,357,136,181,93,107,685,280,123,81,25,9,11,41,33,7,25,920,79,115,122,1863,262,198,175,138,1,0,0,0,0,0,0,0,0,0,34,12,206,7,5,0,0,0,193,190,22,11,13,58,6672,119861,8645,8894,148,924,2549,1363,2128,90284,0,0,0
"광양",12476,2061,662,1431,1163,1564,1150,892,2573,1617,3803,578,20,53,16,5,10,5,0,0,1,2,0,0,0,0,1,0,0,0,0,10748,4598,9243,79014,17161,7969,13126,12941,211863,33240,24593,189,18324,73795,222191,115728,17736,13591,0,3118,132737,79641,8623,13354,4944,1307,221,554,585,61,74,2135,16,42,410,16071,0,1,0,2258,2,1,0,0,456,109,144,246,95,6,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,30,2,1,4,0,0,0,0,1,1,0,3,160328,5503,8650,14759,3271,27711,9243,0,283,6,4,2,1,1,1289,2395,1630,2289,4055,402,625,11200,541,936,952,393,560,700,1648,2113,436,1643,1253,2030,2210,6462,24510,275,244,181,4,1,9,5,5,3,2,0,3,0,5898,4152,3778,1973,5091,0,464,292,282,181,201,756,353,163,94,30,21,33,34,32,8,29,1028,113,93,132,3043,319,245,191,126,0,0,0,0,0,0,0,0,0,0,31,8,206,12,13,0,1,0,180,227,31,11,17,30,6299,168616,8101,10234,234,1993,3777,1597,1844,127875,0,0,0
"동광양",1860,407,168,267,268,430,243,486,472,228,593,49,7,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1324,469,953,8738,981,497,955,1008,13500,130630,298890,27746,1173,4523,5435,15143,3374,2723,0,1014,9967,9658,873,1073,244,716,9,35,36,33,53,1965,5,12,28,479,0,0,0,605,0,0,1,0,114,26,24,104,49,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,0,0,0,0,0,0,0,193111,5773,10178,12729,3909,37078,11925,0,49,0,1,1,1,0,325,366,213,259,290,88,41,1652,73,173,150,51,103,160,244,235,84,416,126,250,196,489,3243,71,37,25,0,0,3,0,1,0,0,0,0,1,384,264,192,262,796,0,85,21,30,28,11,89,31,18,18,2,0,1,1,8,0,0,195,43,23,41,613,177,58,26,8,0,0,0,0,0,0,0,0,0,0,7,0,16,0,1,0,0,0,20,20,3,3,1,4,624,12755,583,1009,18,159,521,209,306,8720,0,0,0
"옥곡",7726,1461,462,928,777,1380,1018,536,992,596,2200,186,12,18,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2270,774,2995,18567,3142,1337,3095,3178,41427,24822,144021,71309,4257,482,16850,60655,15002,8491,0,2006,39655,31586,2817,3286,1007,731,46,88,243,42,32,818,6,43,102,1521,0,0,0,2269,0,1,0,0,490,124,134,134,114,20,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,48,6,1,4,0,0,0,0,0,0,0,0,59876,2119,2920,2133,1202,10808,4661,0,127,3,1,1,0,2,457,870,759,1139,2732,374,166,10572,241,498,395,107,267,651,785,684,323,711,483,706,1209,1876,13300,200,160,137,1,2,7,0,1,0,0,0,1,0,992,980,919,463,782,0,287,139,151,78,71,230,181,40,52,20,9,13,18,9,2,6,677,46,95,110,2537,415,237,69,89,0,0,0,0,0,0,0,0,0,1,20,6,110,2,0,0,0,1,107,40,13,12,2,14,1822,30275,2014,2197,99,587,1725,866,992,27430,0,0,0
"진월",3828,715,247,861,577,1620,867,300,1442,1220,1214,91,7,16,1,5,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2903,1598,2020,19004,3730,2161,3639,4381,43404,20241,136134,206976,3471,9680,26,34748,7604,4170,0,1588,20472,20055,2288,2712,910,815,41,55,63,30,15,351,7,42,38,1942,0,0,0,2465,1,0,0,0,1036,229,583,754,542,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,5,1,0,0,0,0,0,0,0,54626,1380,10808,6022,2385,19043,1792,0,140,21,3,0,46,0,320,516,367,851,1051,432,91,3080,156,583,259,75,759,730,448,393,188,423,1273,1101,668,1132,5115,439,237,108,0,0,5,1,1,0,0,0,1,0,1903,643,910,606,1462,0,132,28,107,52,33,286,230,112,25,15,3,3,5,112,0,2,579,78,68,89,3574,3270,163,41,52,0,0,0,0,0,0,0,0,0,0,14,1,46,1,2,0,0,0,36,18,5,76,3,21,1485,27908,1964,6127,48,276,847,445,523,30945,0,0,0
"하동",6453,1320,441,1204,894,3412,1335,945,2582,2594,3181,154,6,36,3,2,5,1,0,2,3,1,1,0,0,0,1,0,0,0,1,14926,3220,16022,85285,14436,4017,14613,12643,121510,6937,57755,106289,11372,45160,29507,40,46582,27294,0,9654,176953,200094,16122,19496,6579,2398,211,228,355,70,32,1001,18,142,171,4094,0,0,0,2583,0,0,0,0,696,139,232,350,294,50,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,64,11,0,6,0,0,0,0,0,0,0,0,35581,1573,2333,1281,912,5727,2825,0,376,8,2,0,13,1,1026,1154,926,1734,1508,1153,310,5392,218,600,496,120,316,1439,1155,1530,733,677,1976,1807,2196,8731,58075,399,364,222,1,1,5,0,0,1,3,0,1,0,3046,2382,2600,2722,5443,0,256,67,401,61,48,305,282,438,101,37,30,5,6,11,1,19,889,47,105,122,2846,2858,163,160,103,0,0,0,0,0,0,0,0,0,0,14,3,75,3,3,0,0,0,56,78,9,30,0,25,8342,89140,9104,9571,165,648,2474,1063,1255,55679,0,0,0
"진교",12744,1638,587,1204,880,1360,1007,476,1299,514,1862,160,3,16,3,2,3,9,1,0,2,0,0,0,0,0,0,0,0,0,0,12807,3740,10249,86637,9932,3168,13344,12328,85125,1495,14127,17107,3127,12829,7901,45048,14,13959,0,11036,168089,365894,19843,18793,8408,2796,214,338,393,165,14,135,30,281,247,3719,0,0,0,1886,1,0,1,0,356,74,118,37,112,43,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,22,0,3,0,0,0,0,0,0,0,0,5443,183,479,281,153,802,437,0,122,8,2,3,4,3,1223,1493,805,836,686,956,350,7337,229,614,585,165,220,232,444,750,192,948,671,2066,3204,7545,104244,278,152,88,1,0,5,0,1,0,0,1,2,0,1698,1950,2340,1335,1748,0,383,56,116,64,63,241,120,31,14,11,3,4,2,7,5,9,992,61,132,172,1998,267,254,35,34,0,0,0,0,0,0,0,0,0,0,6,4,54,1,2,0,0,0,53,40,3,3,6,4,5945,93547,7467,4526,133,544,2154,1160,1242,25680,0,0,0
