"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","무주","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"경산",15807,4693,1924,5860,4450,10305,11678,2395,4973,4465,13780,3069,1182,2226,3668,1955,26314,73781,111704,160004,1204360,1442231,692,136075,42319,226694,11207,20990,21134,75527,6650,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10709,33,2,4,0,1544,1312,1716,1913,440,331,425,171,0,0,0,0,0,0,0,0,1,0,147268,3609,1330,1230,16021,3248,4201,403,3901,401,105,45,365,360,3,20,117,1,0,0,0,0,0,0,28,1415,31,15,4,282,107,1,458,2809,39,8,12,2,31462,1083,4363,427,548,816,1566,674,3917,2688,197,440,0,0,0,1,0,0,0,1,1870,4339,405,10480,6925,2657,596,6468,837,3478,2644,3133,6460,0,0,0,0,0,0,2034,255,1585,1787,743,2529,1753,875,333,133,189,211,161,102,27,120,4862,309,912,901,13320,6802,807,2036,930,136997,9753,63087,8845,10948,18925,9516,1448,11177,2635,354,141,2189,550,1943,1223,1388,1083,727,443,119,14,16,35,0,0,2,0,846418,1290,3200,7375,5342,1599,0,0,7920,5856
"영천",11808,2824,1117,4350,2949,6198,14086,3502,5049,4478,9058,1861,1140,1550,2234,1095,9180,22841,36667,46117,340892,358050,117398,6270,12007,74797,10506,19205,23954,113537,13262,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,1,2,0,0,0,0,0,0,1,6901,13,0,2,0,1772,2218,1893,2544,718,414,456,42,0,0,0,0,0,0,0,0,0,0,129186,693,161,79,358,1751,3400,455,3918,316,107,39,265,263,13,11,29,0,0,0,0,0,0,0,9,1262,19,12,2,78,55,1,307,1703,31,8,14,1,19928,626,2219,321,299,691,1687,403,1915,1245,192,329,0,0,0,1,0,0,0,2,2169,1307,265,3763,2163,1635,364,5752,440,3065,1599,1254,2047,0,0,0,0,0,0,1332,229,1273,863,496,1652,1445,618,149,92,91,89,89,46,12,63,3504,223,736,652,13681,6015,578,1203,660,34260,2140,14084,922,1402,3101,2417,443,2911,834,240,86,1084,372,1414,717,1199,612,119,169,19,3,6,10,1,0,1,0,350905,644,1736,7649,3254,1058,0,0,9575,6538
"건천",5684,1368,598,1678,1150,2130,2097,744,1182,709,3724,593,122,527,599,220,2890,7335,8689,9093,67208,71062,34455,11820,170,36309,13929,22678,24465,115842,14920,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2683,24,0,2,0,415,258,447,384,194,109,112,10,0,0,0,0,0,0,0,0,0,0,138437,242,57,25,112,568,709,130,905,108,35,21,87,97,2,2,13,0,0,0,0,0,0,0,5,289,3,4,4,68,30,1,98,756,19,5,7,1,9980,365,1035,143,150,184,307,88,950,505,82,124,0,0,0,0,0,0,0,0,510,472,101,1373,675,736,174,1581,261,915,754,597,760,0,0,0,0,0,0,678,157,508,511,346,950,575,264,62,46,57,69,58,33,11,33,1647,123,568,213,3312,1203,328,602,323,8377,612,4656,405,677,1646,1226,270,1414,443,104,52,572,164,898,550,672,298,54,80,23,1,3,7,1,0,1,0,81536,146,923,2298,1172,512,0,0,10016,9422
"경주",64039,14375,7766,16080,9860,26119,41514,8367,14751,22407,36083,8928,1625,5358,5771,1668,19920,47692,57823,56822,390019,414552,216594,92958,57454,5038,84561,151500,142813,998318,150830,0,0,2,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,24581,114,6,11,0,4887,2283,5341,8277,1126,680,1216,137,0,1,0,0,0,0,0,0,2,3,353741,1236,146,66,223,5111,14121,1231,8233,1067,295,118,800,468,11,8,66,0,0,2,1,0,0,0,16,5407,81,32,29,163,150,5,841,6559,145,27,44,2,92508,2926,9300,886,851,1318,2845,971,8344,3000,559,971,1,1,0,0,0,0,0,2,5974,2683,749,10036,4044,5175,1034,11435,1953,8187,5427,4227,5111,0,0,0,0,0,0,5978,903,3892,6334,2121,7933,4181,3508,659,398,717,511,388,246,87,248,11763,732,1743,2931,36004,13993,2471,5745,3067,45512,3216,24740,2250,5107,13036,9532,1870,14260,3834,1076,363,6995,1415,5648,5438,4730,3044,445,666,130,19,13,39,0,2,1,0,470467,1034,8997,16264,8420,4004,0,0,77199,58452
"통도사",8854,2601,1338,4319,2537,5670,4180,764,2507,1089,3418,737,181,369,461,225,1734,3143,9678,4830,16219,16406,10173,11331,12585,80437,3234,100245,17846,713876,114612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6155,6,2,1,0,1191,350,767,784,86,42,56,9,0,0,0,0,0,0,0,0,0,0,281725,144,17,1,66,369,1716,89,239,26,9,10,18,12,0,0,2,0,0,0,0,0,0,0,0,455,9,8,3,6,16,0,101,923,2,0,1,0,15905,399,3184,332,404,492,506,159,2577,673,29,79,0,0,0,0,0,0,0,0,1742,2101,480,1165,340,840,123,3593,154,2175,1055,336,419,0,0,0,0,0,0,860,92,1135,1064,1779,1357,569,211,258,39,19,19,27,23,5,73,3176,282,771,399,6132,2476,216,408,297,2222,335,2969,292,494,958,464,96,864,268,76,32,496,86,316,237,247,232,71,78,10,4,1,23,0,1,0,0,16387,149,674,1698,685,414,0,0,82013,63046
"양산",8571,2241,1320,3911,1923,5911,4955,1087,4248,3546,5910,1094,302,678,770,303,1895,3919,10363,8639,25036,23475,20250,20157,22912,143725,108119,520,165690,2190515,178657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6304,10,0,1,0,1009,289,679,1238,89,68,78,28,0,0,0,0,0,0,0,0,0,0,432638,118,28,12,81,1416,438,18,275,10,5,6,5,4,1,0,2,0,0,0,0,0,0,0,0,710,9,2,1,9,10,0,117,1134,7,0,0,0,12217,332,2830,253,264,838,670,204,2473,659,54,144,2,0,0,0,1,0,0,0,1206,1089,376,1625,650,909,107,4377,167,3177,1327,291,491,0,0,1,0,0,0,547,71,873,1263,761,1345,719,325,365,38,22,32,35,28,5,23,3532,270,720,381,5976,2398,249,377,234,2500,513,3784,330,582,1696,794,144,1440,209,75,37,1011,131,396,271,549,244,100,93,22,7,0,7,0,1,0,0,12317,253,1825,2044,1394,647,0,0,32430,115904
"서울산",10863,2396,961,3245,1902,6215,4423,1100,2411,2353,6238,1372,271,794,1331,488,2639,4869,9963,7622,33105,31356,19509,24479,21821,123060,26548,165015,6211,661318,77613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5304,22,1,2,0,713,381,687,936,120,134,334,37,0,0,2,0,0,0,0,0,0,0,438417,213,60,31,126,737,1203,103,849,188,52,15,83,104,5,2,2,0,0,0,0,0,0,0,0,563,14,4,9,31,32,0,206,1038,12,4,6,1,17206,416,1878,259,318,495,429,189,1729,821,124,183,0,1,0,0,0,0,0,0,1007,821,293,1513,648,834,229,2501,286,2091,1057,648,703,0,0,0,0,0,0,1006,201,831,810,680,1083,799,316,268,79,133,109,90,60,21,67,2830,173,1197,410,5572,2215,440,890,546,4243,888,3540,380,924,2109,1415,292,2261,542,167,71,886,239,778,1530,793,508,116,188,23,3,2,25,0,1,0,0,32868,261,1143,2651,1483,656,0,0,84899,54526
"부산",64969,12152,4487,8391,6630,11225,8266,4002,6881,2948,19014,2659,750,3143,3079,1270,10756,22248,31994,17605,53086,84345,72432,125654,111555,1042493,802862,2266724,690208,1475,213,4,0,2,3,10,0,0,0,65,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14591,41,3,12,0,2272,1159,975,889,353,227,424,59,0,0,0,0,0,0,0,1,1,0,788557,729,158,135,844,1204,648,72,453,64,14,8,15,14,0,0,14,1,0,0,1,0,0,0,1,1336,69,13,6,46,27,1,335,3326,47,8,4,5,64035,3007,6316,902,834,1083,1179,715,5364,1477,160,203,0,0,1,2,0,0,0,0,1386,1708,661,6384,2142,2973,601,6488,1148,3802,2652,2524,2543,0,0,0,0,0,0,4222,973,2718,2396,1250,4586,2602,867,454,299,319,491,541,177,62,240,6855,750,1064,1279,17609,3210,1787,4067,2018,12820,1364,11495,1461,3390,8116,5323,1286,7396,1989,669,284,3898,771,3041,2593,1414,1598,858,961,160,26,38,88,1,3,2,0,86060,476,3593,7318,2644,1636,0,0,1754300,462716
"노포",4280,645,172,721,267,536,623,435,329,264,1222,221,24,162,209,79,614,2907,1256,1200,3254,3995,4200,11012,11176,129204,95250,108915,60009,409,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,2,0,0,0,81,44,65,73,24,12,18,5,0,0,0,0,0,0,0,0,0,0,34464,51,13,5,41,79,47,1,34,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,73,1,1,0,0,4,0,25,170,4,0,1,0,3272,116,300,53,35,53,78,32,308,84,8,19,0,0,0,0,0,0,0,1,57,51,31,348,132,162,27,285,59,200,167,159,145,0,0,0,0,0,0,213,48,123,134,38,227,117,49,29,16,12,19,27,7,3,25,282,18,48,49,1325,136,83,277,160,614,103,553,68,219,707,349,88,481,150,47,13,1007,55,169,161,80,68,35,72,5,1,1,2,0,0,0,0,4217,36,230,518,259,98,0,0,38064,28385
"군북",2065,423,163,463,246,464,410,156,314,280,667,51,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,526,16136,105537,696956,48533,14222,37992,30376,202198,513,5240,10732,1935,1946,3286,12199,8325,9501,0,5888,40242,46238,44680,38583,9004,1173,6,3,13,636,208,114,44,201,44,631,0,0,1,875,0,0,0,0,414,68,78,97,86,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,28,3,13,1,2,2,0,23,3,7,0,6118,124,272,285,96,871,301,1,65,4,0,1,10,4,579,367,202,286,325,2252,206,1280,50,78,107,56,66,99,61,294,112,421,248,811,800,1475,9983,323,1739,7263,9082,170,59,54,0,0,0,1,1,0,1,0,0,0,1410,2271,4575,5523,18587,0,63,16,43,18,12,39,6,1,2,0,0,0,0,0,1,0,223,14,38,36,786,202,66,2,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,3,0,0,0,0,54735,170700,27615,12582,0,64,126,741,426,343,16601,0,1,0
"장지",1742,341,359,555,127,825,638,121,310,253,1033,34,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,5551,14,27360,242727,19921,6890,8780,7097,33387,410,2960,4842,298,976,1759,3784,3228,1897,0,870,9153,12931,24621,16809,3699,660,0,1,7,339,22,28,7,62,20,249,1,1,0,530,1,0,1,0,122,53,64,73,343,42,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,12,1,5,0,0,0,1,2,0,0,0,3401,55,86,39,23,246,63,0,146,0,0,0,1,1,261,290,158,109,114,1705,102,1261,21,39,45,12,33,121,34,124,52,87,100,319,311,535,3555,92,552,737,3582,78,31,21,0,0,1,0,0,0,0,0,0,0,1377,1345,1961,2926,9524,0,65,8,12,6,5,33,17,1,0,0,0,0,0,1,1,0,163,19,8,16,826,214,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,18038,32196,9589,5855,0,36,217,490,233,228,16698,0,0,0
"함안",4348,889,308,962,565,1463,1276,395,760,411,1518,110,2,3,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,113793,24874,377,1010904,93728,23519,47899,32106,181425,1068,8168,12742,1260,2759,4741,18660,13891,8244,0,2140,45755,66928,73877,70758,17981,3603,3,2,29,1312,331,251,158,444,96,2014,0,0,0,1152,4,1,1,0,401,74,124,127,207,37,44,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,258,55,9,43,1,0,4,1,17,10,11,1,8743,214,530,333,245,1238,565,3,182,8,2,3,10,4,1412,739,464,601,940,5337,510,2382,92,228,181,49,190,381,202,810,293,899,484,3297,2493,5586,17346,387,823,1181,6490,218,136,117,0,0,1,0,0,0,0,0,0,0,5789,9776,13298,11770,20070,0,218,35,68,55,23,46,18,1,2,1,0,0,1,1,1,1,504,45,380,71,1337,316,140,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,112135,150224,43406,15956,0,148,364,1741,964,666,55526,0,2,1
"산인",53718,10524,4572,14663,9830,20300,14897,7191,10009,5480,35447,629,17,23,1,1,3,1,2,2,14,2,1,0,0,0,0,0,0,1,0,724040,269992,933554,17,28,22,1,1,1,13131,89461,90980,12476,22276,18453,104440,105092,39729,0,11083,336792,493864,372794,279180,59318,32496,28,15,185,17934,2552,2755,1153,5532,552,21660,0,2,1,16823,73,4,8,0,5033,1364,1880,5884,1162,590,1106,104,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3456,1130,62,487,52,18,23,33,124,69,141,14,119319,2600,5649,2904,1886,12104,4209,19,3659,39,48,36,223,116,14227,9014,6658,5449,13655,67970,5114,16007,668,1377,1113,336,1366,2622,1112,7697,2123,8773,4000,25376,23941,48932,116550,1626,2401,855,19560,3093,3694,2058,1,1,6,2,7,0,0,0,0,0,0,3,2,1,1,0,2055,683,582,290,170,332,81,8,13,1,5,1,5,2,0,1,4490,571,1367,754,19900,3220,1311,19,6,0,0,0,0,0,1,0,0,0,0,2,2,10,1,1,1,1,1,16,13,2,0,3,3,5,1,4,1,1,5816,7777,28174,14537,8668,234,0,1,0
"동창원",2178,526,333,833,643,1443,1526,292,772,456,1299,46,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,48363,21453,89344,2,470,63149,154169,159440,623350,1838,15467,20377,1292,3790,4323,15671,10458,5943,1101924,1958,41265,45491,40604,36765,10375,3877,5,2,13,2961,354,432,234,628,53,1323,0,0,0,927,7,2,2,0,231,123,236,178,97,59,70,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,889,120,6,41,7,4,3,2,41,8,21,3,20203,426,1053,514,251,2838,766,5,350,6,1,3,26,14,1505,669,574,500,994,11791,712,840,54,96,71,30,208,216,80,694,182,892,504,5763,2391,5022,13997,392,1035,718,8080,294,228,89,0,0,0,0,1,0,0,0,0,1,12843,9522,5193,19319,79885,0,155,35,39,21,9,22,7,2,3,0,0,0,0,0,0,0,290,22,42,63,1498,210,70,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,53491,654568,338084,105707,0,238,598,2247,1121,719,76017,0,0,0
"진례",1053,320,311,465,534,1309,937,196,535,418,1004,78,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12916,6060,18567,0,71634,3888,129405,240310,973763,570,4738,7069,845,1064,1397,3955,2702,2459,362712,599,10775,12690,12604,8410,2365,800,1,3,4,980,132,95,126,167,11,443,0,0,0,585,2,3,0,0,191,111,183,161,39,45,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,62,6,29,2,2,1,4,13,3,5,1,7281,122,288,138,88,632,149,1,114,1,2,3,10,9,378,419,507,139,267,3542,197,447,27,45,65,11,95,187,70,400,128,243,147,693,618,977,3420,115,246,231,1841,258,160,81,0,0,1,0,0,0,0,0,0,0,10785,6640,3727,8194,30678,0,51,6,28,7,6,15,4,0,1,0,0,0,0,0,0,0,165,22,46,17,684,170,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,42062,1039775,331959,209629,0,90,216,1022,837,381,64355,0,0,0
"서김해",3439,773,450,2281,893,1440,1168,458,704,489,1415,67,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33303,8818,35090,0,173573,148779,286,217685,3140015,2570,12997,12950,894,2806,2837,15150,12305,4502,497625,1328,33084,37613,25948,20059,5347,3475,5,4,32,2259,326,397,151,714,41,2178,0,0,0,1077,4,0,1,0,244,125,175,185,86,54,81,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,457,130,7,70,5,2,4,5,36,15,11,0,15538,277,1030,432,237,1808,685,5,192,6,9,4,33,47,1958,829,746,759,1743,9598,801,1109,50,102,112,28,186,178,115,575,222,1011,538,3313,2621,5551,10939,316,908,413,6189,334,206,83,0,0,0,0,0,0,0,0,0,0,14645,14231,7460,13786,40059,0,134,67,48,25,19,27,10,0,0,0,1,0,0,0,0,0,295,21,108,58,987,212,121,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,50057,65644,43027,13942,0,559,507,2237,1792,840,88587,0,0,1
"동김해",2143,617,307,757,531,1118,883,292,647,505,1180,45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29689,7372,30090,0,178122,293930,240926,1393,6030472,1490,13821,14330,952,3526,5275,13880,11815,4666,409152,994,29941,32330,26721,18303,4786,2781,4,5,24,3522,246,389,198,695,43,1812,0,0,0,868,7,0,0,0,309,217,125,164,61,39,121,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,156,10,74,14,0,1,5,13,6,10,2,14898,303,838,694,319,2261,603,5,153,5,4,6,32,14,1395,717,512,582,1406,8680,793,905,37,246,78,26,197,174,100,659,360,915,651,2715,2245,4556,7922,274,576,333,6130,169,146,100,0,0,0,0,1,0,0,0,1,0,14907,13136,7903,12156,32372,0,107,31,32,26,6,28,4,1,0,0,0,3,0,0,0,0,273,32,33,51,904,214,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,40157,7226,417323,4199,0,3846,373,1828,1998,709,71623,0,0,0
"북부산",5530,1342,820,1283,1154,2584,2090,669,1246,863,2943,78,3,5,0,0,2,1,0,0,1,0,0,1,1,2,2,1,1,5,1,198013,37508,162813,3,692311,1143141,3159479,5829699,2206,18005,159804,217972,13886,40711,39515,111570,86644,31059,2044512,6214,211130,241234,155283,99013,24830,23544,8,16,118,31503,3627,6454,1917,6804,330,10367,0,1,0,1335,22,10,7,0,389,140,256,338,168,95,164,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1986,669,67,355,61,15,25,51,227,72,291,14,209758,3877,9228,9782,3254,21938,6098,30,278,11,15,21,138,95,10525,2449,1731,5292,15426,73567,4768,1842,82,170,136,52,246,206,152,1059,352,7084,2451,21090,18233,35873,56508,2394,6168,3915,62834,354,269,108,0,0,1,0,2,0,0,0,1,0,86138,80472,46878,71406,169952,0,224,98,100,60,30,55,11,4,2,0,0,2,2,0,0,0,493,73,68,87,1638,323,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,1,145800,7973,2066069,13847,0,1908,1241,6684,4392,2101,133094,0,2,3
"서순천",998,129,57,83,68,81,43,66,135,70,239,34,2,3,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1171,526,695,10760,1430,548,2673,1407,14437,738,8945,31265,162231,21966,23552,9086,1871,1047,0,521,6828,6680,938,1294,636,76,33,35,47,51,242,7219,22,18,14,233,1,0,0,131,0,0,6,2,21,5,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,41,35,407,80,63,124,152,432,203,571,53,557776,19691,27366,27432,21337,192110,70993,69,8,16,22,2,30,10,51,204,133,102,155,28,19,1551,33,96,53,36,33,40,102,123,37,92,77,57,107,410,2247,177,613,291,4136,17,8,13,1,0,1,0,0,0,0,0,0,0,180,197,355,154,262,0,24,5,13,7,10,46,25,21,9,8,5,0,2,4,3,1,49,9,7,10,128,10,15,16,9,0,0,0,0,0,0,0,0,1,0,5,2,32,0,1,0,0,0,13,5,2,1,0,4,694,9926,951,823,0,30,90,310,141,188,4374,0,18,0
"순천",9112,1590,631,1773,2321,1047,797,663,2020,906,3486,365,13,37,13,5,12,8,2,0,1,0,1,0,0,1,0,0,0,0,0,10839,3829,7230,77164,14388,5051,15082,13442,154614,10678,2785,30756,316082,130207,135425,64438,12865,8621,0,2444,53009,55535,7574,11226,5400,928,283,654,610,143,596,17016,58,68,250,3522,0,0,0,1744,2,0,0,0,305,95,96,63,21,13,4,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,151,158,70,1222,238,137,263,363,1082,491,1136,136,1320976,40326,61084,49711,31083,300310,89034,208,138,36,32,3,84,28,775,2197,1637,1499,1913,332,195,11431,517,1025,892,352,502,530,1135,1474,435,1132,845,919,1550,4592,21902,1460,5670,2801,40656,243,182,172,2,0,10,0,11,0,1,2,2,2,3083,2993,3180,1579,3598,0,372,89,158,105,85,587,345,172,92,77,22,17,23,27,2,28,805,57,133,139,1630,237,192,261,102,1,0,0,0,0,0,0,0,0,1,39,11,207,10,7,0,1,0,169,160,23,2,21,39,6457,117296,8960,9821,0,127,890,2567,1310,1958,84039,0,0,0
"광양",14434,2373,775,1731,1162,1735,1338,1055,2818,1843,4182,631,8,60,23,3,19,5,4,0,0,2,0,0,0,0,0,0,0,0,0,10461,5099,9838,85331,19797,8277,14576,13158,217009,35576,26264,102,19076,73043,187094,118074,17452,13704,0,4999,80518,79546,9495,14871,5405,1259,196,517,691,44,61,2167,11,40,311,17080,0,0,0,2754,1,0,0,0,518,107,155,195,41,9,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,43,14,13,171,26,27,71,54,184,61,171,14,165082,5258,8019,14869,3318,28657,9059,23,251,18,13,3,14,5,1302,2832,1840,2286,4190,424,480,12684,687,1206,1061,549,747,822,1553,2483,687,1873,1113,1949,2300,6000,23198,1579,7477,4267,45736,339,236,266,1,1,27,2,8,1,1,0,2,2,5342,3405,3814,1717,6886,0,485,222,315,193,269,902,445,148,99,71,25,41,46,41,4,30,1238,102,169,131,3302,358,242,318,177,0,0,0,0,0,0,1,1,0,0,41,18,281,9,10,1,1,0,244,239,31,5,13,34,6922,166742,8469,13008,0,177,1946,3998,1739,2192,124538,0,0,0
"동광양",2057,493,153,294,255,429,266,852,664,309,645,63,1,12,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1083,1108,886,10539,1316,769,1182,1026,14132,144727,304316,31871,1136,5039,5711,11660,2594,3380,0,1385,6580,9581,763,1117,231,249,15,33,46,27,61,2075,4,32,19,537,0,0,0,639,0,0,0,0,128,46,50,118,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,9,272,55,14,138,124,197,76,144,21,208521,6211,10123,14081,4149,38424,11820,25,51,3,6,0,22,3,87,387,241,228,230,119,41,1713,87,199,183,51,198,169,234,300,98,632,125,155,228,497,3173,194,393,364,2063,107,51,42,0,0,0,0,0,0,0,0,0,1,417,226,170,171,868,0,80,25,33,37,14,150,33,21,62,3,7,3,6,8,1,2,221,52,38,19,735,137,43,26,18,0,0,0,0,0,0,0,0,0,0,6,0,30,0,1,0,0,0,16,12,7,1,1,6,1095,12543,716,1453,0,33,125,730,299,332,9847,0,0,0
"옥곡",8356,1463,514,1106,901,1409,951,611,1010,683,3391,186,9,12,3,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2439,1049,2253,19644,3361,1347,3151,3043,40140,23529,133139,72509,5235,563,17191,59579,13875,8418,1,2019,30295,32508,2859,3339,1011,747,52,110,205,24,26,933,4,54,88,1450,0,1,0,2484,0,0,0,0,467,223,230,205,159,20,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,44,8,3,44,5,10,18,20,53,33,47,6,56326,1906,2791,2389,1192,11541,4193,13,139,17,7,0,4,0,508,1021,826,1134,2567,343,163,10713,267,481,481,207,265,743,787,740,281,738,468,661,977,1729,12096,407,1840,999,8311,243,174,153,0,0,9,1,3,0,2,1,1,0,858,954,891,414,933,0,303,127,146,86,67,255,253,66,82,17,6,14,24,18,6,7,712,63,119,104,2480,490,174,86,86,0,0,0,0,0,0,0,0,0,0,33,4,106,7,5,0,0,0,102,51,8,8,3,18,1776,30180,2120,2506,0,100,524,1630,908,1030,26555,0,0,0
"진월",3318,727,260,1243,495,2397,1188,290,728,868,1175,120,7,7,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2135,1541,2018,16605,3956,2055,3190,3673,41575,19265,121730,180239,3037,9988,35,35033,8086,4401,0,2150,13460,19798,2379,2499,830,432,35,46,59,21,9,552,6,26,28,1145,0,0,0,2054,0,0,0,0,987,346,623,1170,494,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,27,5,129,23,23,113,17,127,42,293,1,51852,1268,11367,6881,1524,17390,1827,72,158,5,6,0,90,0,241,560,344,815,1000,598,59,2746,105,595,293,134,708,1100,466,364,193,447,1123,306,703,1051,4120,249,820,2191,3865,360,315,106,1,0,3,0,0,0,0,0,0,0,1632,503,551,274,1068,0,167,41,100,32,31,307,328,120,31,16,1,4,20,80,2,199,472,48,39,48,4597,4168,131,35,42,0,0,0,0,0,0,0,0,0,0,6,4,29,2,3,0,0,0,52,18,22,15,2,152,1156,24917,1591,5649,0,51,299,772,466,387,29937,0,0,0
