"","Andong","Ansan","Anseong","Boeun","Boryeong","Bosung","Buan","Busan","Buyeo","Changnyeong","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungdo","Chungju","Chungyang","Daegu","Daejeon","Damyang","Dangjin","Danyang","Donghae","Euisung","Euiwang","Eumsung","Gangjin","Gangneung","Gapyeong","Geochang","Geumsan","Gimcheon","Gimhae","Gimje","Gochang","Goesan","Goheung","Gokseong","Gongju","Goryeong","Gosung","Gumi","Gunpo","Gunsan","Gunwi","Gurye","Gwangjoo","Gwangju","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hamyang","Hapcheon","Hoengsung","Hongcheon","Hongsung","Hwaseong","Iksan","Imsil","Jangheung","Jangsu","Jangsung","Jecheon","Jeongeup","Jeongju","Jinan","Jincheon","Jinju","Milyang","Muan","Muju","Munkyeong","Naju","Namwon","Namyangju","Nonsan","Okchun","Osan","Pohang","Pyeongchang","Pyeongtaek","Sacheon","Sancheong","Sangju","Sejong","Seocheon","Seosan","Seoul","Siheung","Sunchang","Suncheon","Sungju","Suwon","Tongyeong","Ulsan","Wanju","Wonju","Yangpyeong","Yangsan","Yangyang","Yechun","Yeoju","Yeongam","Yeongchun","Yeongdong","Yeonggwang","Yeongju","Yesan","Yicheon","Yongin"
"Gumi",1077,24911,36588,18368,1635,2,61,122761,2484,38476,14851,168200,492881,29543,3243,30745,184270,2477,4839900,298309,1153,14849,130,536,238,2108,18404,2,1950,6,7163,4344,611056,36931,2316,139,40473,1,95,11605,50860,412,239480,10302,2084,205,249,25720,28553,22161,159476,226547,4304,4647,144177,31,2712,3489,1239,2149,121,68206,25845,268,3,314,2439,186,7299,33120,168,9593,15825,58738,619,227,33948,0,3793,2,12468,23169,70876,229317,2319,48612,11489,1642,250053,19760,2982,24844,334307,62434,659,2461,33364,48492,6035,196826,9490,3704,14320,113145,1525,37,20264,0,131531,67566,269,379,21784,24497,59974
"Gunpo",8975,661658,76116,1481,10548,0,2719,9127,1439,1956,1438,55554,4054,31731,499,448,32508,516,28493,44908,310,43856,8350,18081,185,113019,70585,0,29319,2,295,2037,3264,4730,1367,1855,9100,0,105,15076,753,371,8257,22221,9927,101,592,4306,11682,3886,7887,1731,591,315,9392,880,1429,67,21985,1739,8432,170564,4304,1220,0,382,2345,34088,1554,6743,246,12671,3300,2149,7908,1456,5684,27,526,1,4656,1955,52228,4617,28086,87653,907,707,24829,1517,5186,21609,2665952,1790720,124,1232,796,1176774,1864,9301,3334,87187,814,7330,9195,304,68095,0,1768,817,1068,17565,9930,184057,809951
"Gunsan",21,65606,30233,874,547078,0,120814,151,121166,23,43,85260,489,4130,268,47,16886,16693,4526,78981,11072,82083,29,395,14,4323,2177,5,1726,1,1,251,1232,151,13288,166130,62,0,3655,115070,43,11,2732,15254,32941,16,37,600,361550,915,1281,643,60,202,135,38492,5,1,426,257,123739,171760,63,12,2,6,40467,114,193,162,6,2881,41,99,194199,55,59,654,59,0,105,924,37575,1657,357,96603,67,4,4273,110434,152471,186500,585984,218055,99,7823,138,20892,50,1604,71,1203,230,39,286,0,934,2,549,624,49000,4,22293,3025,38333
"Gunwi",52890,121,27,5,1,0,4,4731,4,3030,720,61,129568,12,3059,1381,60,6,636122,457,82,14,49135,31,14111,16,11,0,527,133,1180,4,209,1827,8,14,7,0,3,12,7677,21,217,134,8,149,7,230,1610,1410,4069,9282,11,222,7601,0,399,474,1282,1440,1,110,56,6,0,83,33,11111,13,103,52,2,705,3223,4,9,13,0,317,164,23,43,36,2966,726,26,677,112,18,25,27,33,3535,362,55,168,272,543,136,5403,191,7292,194,4377,263,2400,216,0,1887,35,24,24956,65,179,503
"Gurye",113,1607,5852,152,19,9,1120,2730,3,228,1431,15428,123,582,200,5,7264,16,2190,21644,13347,1738,39,56,40,129,581,2,195,1,581,651,104,4513,78,2084,16,8,166,8150,289,503,214,544,11,12,7802,1191,122955,141649,116,54,1253,4374,5441,43,699,311,241,176,3,7779,9596,12939,3,1102,2835,35,1812,28032,109,862,3912,2,65,234,24,0,33875,0,12044,156,6780,346,188,4320,3783,424,334,1865,9,926,51095,5749,10279,50113,72,3071,2026,62,57031,617,175,19,91,5,529,1,91,19,1709,64,2064,1500,6972
"Gwangjoo",14513,5014,326998,6934,603,1,94,28870,150,5689,3839,5313,8606,90089,406,1387,261203,52,81554,146623,653,1583,10394,26413,427,1764,338787,0,52100,13,519,7278,11142,13999,2006,111,19210,2,98,849,4605,943,25986,6231,543,220,1154,431383,26093,7188,15080,6338,3450,1150,20933,53,4050,213,36967,1008,436,13126,11106,2530,0,2166,3972,58111,7978,15089,581,84123,6427,7163,842,4771,13587,1,1687,59,7103,6943,10199,11602,41019,6269,4050,2708,58785,1351,268,1118,7457503,4832,220,2339,3432,16330,5383,23679,8164,183403,589,18688,12805,539,186159,1,5164,2303,215,20465,339,831931,69724
"Gwangju",10984,57221,86502,4469,71133,703,256310,140778,16510,9056,58669,198641,11510,20157,6643,420,171057,3202,204319,491779,1101893,57497,875,2762,2548,3080,16526,103,7962,5,37907,9216,13617,181939,402885,623902,746,41,2090735,118319,21713,10575,25224,13380,342006,1230,128247,22579,724440,519983,20479,17142,28363,63484,155950,948991,32993,10590,3410,5573,33066,170177,169583,54471,173,95848,863565,740,789999,442527,3531,22323,69651,71,3866054,13331,406,421830,457179,7,194282,7117,87881,35761,6260,107992,68504,17329,14562,56024,24345,69950,869788,191745,314243,2274713,9156,40177,58682,2271,657304,18792,3058,1206,3823,308,16935,245,18095,2603,28357,5193,32383,42823,90828
"Gwangyang",10861,10898,40612,1778,965,460,4295,403032,31,38339,160247,104047,13902,7853,1826,28,60982,113,190135,140928,23768,11902,19103,465,2464,828,8114,228,2453,2,9452,7348,12530,475812,779,6599,1162,573,42491,54873,3555,46031,23223,3649,768,1405,131379,8111,455867,827685,4156,12638,6678,354872,398777,208,10825,1660,1399,1945,313,52309,67940,58109,218,19492,24316,3793,12663,201265,725,10415,333654,31,62,13719,1156,0,123111,1,81886,1839,45557,74104,1571,29025,328254,31742,6899,14144,264,6698,327816,38590,10013,830917,7276,20452,146021,5660,388384,5515,1127,2386,1121,388,5510,356,16080,237,5470,6926,13931,11154,46534
"Gyeongju",35062,21816,16534,3765,422,0,106,1686951,1059,6421,5772,87272,149350,12615,7043,34083,52949,984,1985092,109239,1364,10422,9130,36,5316,927,10817,0,292,167,12400,1269,38011,121958,788,459,14590,0,37,4664,24173,84,142205,4583,983,3312,63,12070,20639,5272,269054,309004,2084,1022,3062,1,3442,4652,2260,2839,41,33258,17384,130,1,1057,998,10508,1975,12603,1082,5603,1858,115999,19,326,8370,1,4663,114,4884,9846,23333,564,1528,33999,1250,672,25572,7660,832,11870,201518,43347,866,558,1605,23157,109,1301394,12983,16622,8836,937826,258,1904,9877,0,177120,8959,330,18455,12730,9410,31896
"Gyeongsan",36303,8724,7265,1590,149,1,43,84536,311,16967,761,30055,351465,7623,1979,15595,21272,365,4069944,39029,1089,3296,3535,12,11977,404,6428,1,471,40,14165,603,44483,6043,543,382,5973,1,49,1859,64275,214,232212,2660,378,10716,57,6587,18488,9511,327410,3493,788,1953,25108,6,2494,4048,715,1021,20,11756,5317,70,0,588,756,4323,1546,8278,497,3941,5345,84429,18,144,3769,0,2894,46,3778,4709,8054,13980,679,16157,5869,1049,21498,3250,309,3727,60603,15366,431,1159,4070,7856,637,237842,4405,4216,2246,64686,297,1165,3560,0,265319,5631,179,15731,5711,7459,8024
"Gyeryong",15,1404,7792,1389,145,0,3,2810,68,597,337,10988,1054,3219,1155,172,68977,229,14249,442805,538,3111,16,618,11,77,5571,0,2130,0,111,16750,2913,1266,2945,84,20,0,86,3556,187,323,3648,586,21,3,1166,2917,30605,8336,2611,1006,8699,436,5748,39,860,40,380,1174,27,5138,37254,3822,0,699,4844,43,14828,39959,1040,5347,4461,690,948,5417,53,0,1124,0,66278,10523,4986,3520,345,3159,1544,854,15289,7643,150,2791,47468,5074,181,1923,510,2677,1229,3161,22103,5017,383,2755,395,2,1398,0,865,2427,170,1,7822,4595,6500
"Hadong",1912,723,2761,57,241,12,1272,160993,5,19884,80015,5944,3161,310,303,4,5449,3,62917,14937,4561,560,6126,19,360,57,376,6,186,0,4320,2768,2215,219908,115,1361,457,11,4820,2080,1122,30942,4045,295,190,270,4056,1196,57117,308867,964,2920,446,135267,313588,23,7503,560,166,208,96,3773,4557,1633,7,1085,1191,954,1554,54021,475,445,670707,3,14,3270,240,0,4347,0,3075,98,3000,14430,109,1942,366618,24533,1166,795,80,363,30384,2804,640,77379,2037,1618,61864,1361,13646,652,163,1115,99,58,327,6,3017,22,778,1044,600,760,3355
"Haman",47355,21890,25720,5658,123,4,3970,518770,92,990696,623540,76375,74143,16744,8619,61,60348,379,1226207,143633,12424,11266,14740,203,11804,2044,11901,3,3595,79,62900,12733,71932,914662,2081,6201,23570,7,10534,4372,49689,15006,127447,9879,96,6716,5748,20105,147812,391850,3511,24700,5214,299373,6168055,47,71177,22805,3467,6508,62,37229,28339,1936,6,7624,5912,17012,7851,360902,8494,5538,1670068,45,67,22109,13330,0,20598,38,8467,5454,28915,45698,3884,34826,746507,185928,45271,11845,53,15741,331717,62764,2694,76755,53711,32941,28807,2898,85321,16370,13796,4381,3015,2154,16617,6,29226,6908,3101,25560,11732,16145,37323
"Hampyeong",6,2791,1601,15,3339,10,17931,48,972,5,15,4249,11,63,12,2,332,283,93,1087,320,2868,0,9,2,440,74,7,17,0,35,26,14,54,10520,38643,1,0,629,4114,10,8,34,1055,37194,1,134,50,702526,164,4,3,43,28,41,6802,11,7,8,17,1791,10812,175,139,3,102,875,3,308,356,12,44,18,0,334955,14,1,19795,424,0,80,17,1885,11,15,4800,18,39,51,1287,1839,2657,39487,10254,100,304,5,1238,15,1,627,53,14,0,15,0,31,12,5,5,12279,0,615,192,1932
"Hamyang",1222,6991,10811,101,12,0,152,30264,13,3527,15031,17059,1836,757,402,145,21420,37,54613,75259,3353,1524,303,43,309,228,1361,0,401,1,54999,16093,705,43110,1890,811,80,2,77,1969,10156,10188,2033,1167,1,241,737,4383,35993,11928,2810,2165,712,8044,75538,9,159244,6982,233,304,3,12235,18074,354,0,43171,956,299,3241,27496,16456,2151,154849,106,51,25197,109,0,38782,1,3473,204,11326,3522,201,7506,37337,74629,596,3770,8,1161,101249,12162,3808,2388,1673,6244,20179,1678,58806,1090,296,164,140,33,923,0,1952,19,445,635,2272,3009,14329
"Hapcheon",1776,113,364,93,1,0,49,10240,2,13028,5412,559,3302,222,91,281,868,1,274731,2180,693,56,368,6,461,10,189,0,66,2,54965,261,1952,13933,76,212,296,0,9,64,156679,257,2827,72,1,525,143,218,6356,1397,5024,3691,42,427,21648,3,4822,6522,26,76,1,292,688,36,0,585,208,266,187,900,525,41,1618,369,12,264,163,0,3907,0,156,55,287,5102,54,260,1204,2542,846,116,1,64,3667,444,526,484,3253,365,1268,5706,3108,186,209,368,32,37,194,0,3583,75,87,716,143,169,446
"Hoengsung",8307,24535,26436,336,390,0,18,3921,62,626,331,3617,3763,1376,532562,295,18593,21,18362,19463,203,1351,9256,131280,1075,3842,16322,0,348596,29422,316,693,375,874,218,30,629,0,19,288,541,24,877,26151,236,1852,162,38131,4050,1130,2571,599,454,157,3851,16,630,52,166998,78720,216,20272,1853,233,0,124,461,61982,1499,2220,57,4518,575,1495,246,345,315,0,133,77962,1308,481,10359,1353,349450,4720,324,147,1268,144,93,1033,438981,62956,35,297,196,97309,225,6782,1331,696215,10210,4273,44950,956,66968,0,530,110,35,12438,309,51063,107674
"Hongcheon",8835,1617,15893,474,227,0,29,4140,50,944,623,1811,5065,1397,1808732,325,22261,8,27240,28195,72,531,8998,1707,1255,403,11774,0,3642,95408,234,899,619,1153,284,23,693,0,12,200,983,49,1528,1656,171,1940,173,812,5862,1855,3239,960,1425,199,6658,18,315,68,76315,26769,190,3764,2353,386,0,187,901,47835,1082,3517,106,4561,1680,2080,280,386,377,2,194,332101,1506,785,2304,1712,2402,1429,557,242,1628,213,73,465,1930038,2495,36,767,266,12406,408,5375,1821,295782,27124,4336,546,1338,22316,0,684,179,23,11171,232,18597,27802
"Hongsung",9,25314,27132,43,165886,0,12945,140,944,23,14,745,50,6769,169,13,1790,41,785,4383,1065,101749,30,225,1,19119,5089,1,380,0,2,108,163,42,4447,5660,241,0,490,1001,10,5,271,14636,112881,1,15,310,31309,388,102,33,37,120,121,1472,13,0,245,194,60,148554,32,7,0,1,2409,81,17,52,1,3022,40,38,15981,51,105,85,19,0,166,83,3552,110,245,162542,33,6,464,2161,45241,85230,394868,113688,33,2575,18,22071,37,184,23,1171,196,93,174,0,912,0,52,34,2901,47,2307,1602,4815
"Hwaseong",7164,2332767,2017274,49681,360507,3,92694,103611,46502,19871,13096,2334299,23715,157034,1891,4505,895903,14422,239584,891594,12819,1863968,7788,26445,162,62017,351669,23,34779,5,3504,49979,61401,37296,42407,58953,15646,0,3917,385672,10718,7570,126044,122175,413585,132,15056,13835,450646,99195,67842,21470,12741,7506,91239,22679,27286,609,25959,4769,268343,11317807,109284,31454,6,12202,57350,35554,39819,171997,6185,517816,49471,19077,233895,35666,11616,1166,13323,6,125888,43419,5346646,38645,34973,6240669,26139,19323,85447,48653,145909,863754,8792877,3810282,3129,34678,10572,522071,39674,102936,85845,106478,3328,53933,13611,226,95951,5,23642,17494,40302,15647,320747,299751,1713247
"Iksan",148,11177,46400,3302,34,4,40,34726,20,1887,10851,107007,7453,13437,2653,317,135133,125,44654,595633,2014,12062,56,1554,82,852,12551,3,3570,1,2142,8758,13462,30226,58900,589,192,5,375,56392,4247,3421,25942,3713,61,37,11862,11322,168225,76303,19050,5697,36986,3634,32352,248,17417,984,2204,2149,23,53725,22215,55416,1,37298,28814,244,93097,86290,44797,19145,16475,523,2662,33852,150,0,14394,1,128475,8792,46976,9431,2391,29736,8573,11919,19200,22891,25,6347,349252,39104,824,19243,2066,20932,10331,21330,143023,9300,1414,427,1590,2,7745,1,7256,4042,526,30,14294,22477,48114
"Imsil",53,3321,12591,432,6,3,81,1368,3,123,656,31875,43,1667,423,10,17196,38,1314,56385,4582,3649,3,134,19,255,2101,2,493,0,269,248,132,1907,253,1807,32,1,68,16872,187,196,271,1126,5,9,13711,2468,60596,69820,137,52,4396,1684,2091,56,438,154,286,341,6,16109,54836,44045,2,426,2065,18,578,223473,1256,2494,878,10,110,306,11,0,27518,1,29811,549,14006,329,281,8880,1094,344,981,4558,7,1900,105435,11820,5103,17029,21,6303,614,149,415148,1400,266,29,245,0,2219,0,110,63,537,19,4266,2986,14295
"Jangheung",0,0,0,0,1,152566,1,5,0,0,0,1,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,18279,0,0,0,0,0,3,0,1,0,9,16,0,0,0,0,0,3,0,0,0,26,5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,10397,0,9,0,3,4,0,0,1,0,27,0,0,0,4,0,0,0,0,1,0,1,3,0,1,0,0,0,18,2,0,276174,0,1,1,0,4,0,0,1,0,0,0,174199,0,0,0,0,0,0,0
"Jangsu",438,1480,4260,71,3,2,121,6045,3,519,2526,6643,323,579,264,27,9956,5,12256,51878,6645,350,36,46,117,124,1011,1,184,0,2868,25372,224,7947,3232,992,10,2,59,941,1703,1178,232,359,1,63,1083,2422,91702,20581,994,531,605,811,8817,37,43991,1353,111,196,0,6152,35496,580,0,1706,1317,27,5818,26547,27158,1106,7920,35,161,140207,29,0,181730,1,3277,239,4506,1300,117,3146,3936,7503,252,1442,2,206,41486,5047,6954,6419,520,2435,4230,687,255368,534,168,21,83,13,731,0,653,47,383,210,532,1492,4415
"Jangsung",311,6718,12616,917,6800,29,26540,3645,1941,422,2155,26053,1392,2608,848,26,28618,472,10182,69633,14765,6895,12,412,69,393,5216,5,1061,0,934,1132,2532,6276,73631,76727,63,4,26266,17006,868,313,2572,2630,45061,53,2932,4338,655439,18826,877,1350,5225,1509,5323,980,931,456,501,1163,2836,23352,27866,2305,5,1485,62294,52,194163,59922,830,4839,2440,2,10445,1502,40,5,13095,1,28857,1689,11527,1446,546,13685,2559,698,2920,5761,3251,7281,122456,25435,3708,54781,482,5337,1111,58,84827,2578,613,68,397,3,2412,15,730,351,6703,128,4579,11357,11946
"Jecheon",86890,35346,2279,24,190,1,8,13876,18,3255,1735,1044,29540,119,146442,1140,1349,5,105783,2159,34,531,276634,4628,7174,5212,1740,0,25124,9723,923,51,49,3568,29,6,29,0,4,108,2471,65,70,37268,124,12339,24,59262,923,4090,11405,3923,43,1204,15438,3,261,266,58319,49384,148,26512,252,21,0,30,51,175592,160,621,13,248,1701,5906,53,34,12,0,243,16102,123,53,11766,6494,13180,2372,1273,182,25,33,30,430,731065,101794,22,388,377,132921,617,22375,170,1133892,16966,12920,9211,9680,65275,1,2943,23,12,309291,108,50822,103683
"Jeongeup",73,3700,19497,1936,25,3,83,6032,5,758,3475,35379,846,8021,1116,98,67472,40,13351,218267,9811,3985,28,1179,70,277,9804,1,2028,1,658,5072,7288,9975,172249,1376,151,0,12031,18559,1044,679,8144,1263,101,22,1879,7202,779065,13537,2042,2047,15263,2169,9206,598,3444,412,1300,1115,11,17921,91469,512,0,6326,184773,157,92061,245408,7379,9127,3780,52,3461,8049,87,3,7340,0,49591,7714,15643,2482,1664,9885,2697,1506,9146,6564,16,2090,131556,13201,1144,41145,429,7061,2377,1066,305789,5862,729,102,825,1,5814,1,1200,1333,1103,10,4699,10926,16183
"Jeongju",847,17319,64441,3805,51,0,369,115742,26,19890,79326,166126,8426,15788,4328,340,159809,195,69053,800128,6428,18967,218,2139,204,1325,11293,1,4966,3,4975,10472,18847,157420,104969,1890,499,0,1929,86566,4197,6546,32940,5819,84,128,30145,14110,404677,202381,12209,8052,39435,52427,378341,434,26704,1444,2223,2930,37,83560,87770,215082,4,25951,57365,602,242148,53107,24693,17609,122030,337,5582,27566,301,4,48914,1,167625,10836,73046,15134,3390,46220,114519,42965,20229,37103,39,10302,539940,62232,2770,53185,2181,32654,20830,17450,93998,10698,2217,1132,2084,30,10569,3,10471,3327,1594,376,22382,24856,74661
"Jinan",338,629,2588,43,4,0,2,4744,0,569,2413,5938,330,307,137,46,5265,6,9889,21342,89,650,10,45,43,48,282,0,113,0,1743,3858,94,7340,2749,57,9,0,13,3009,2409,1066,163,216,2,39,118,601,3513,796,1073,469,1098,526,9594,14,16719,1623,74,88,3,2989,36872,1282,0,27963,767,4,6509,23804,7837,433,6237,34,165,24564,4,0,1412,1,7045,98,2618,1348,52,1697,2956,5771,277,941,0,344,20663,2301,91,235,209,1195,3296,727,104562,600,83,34,43,5,223,0,563,14,65,99,780,665,2705
"Jincheon",30,72153,558523,13025,4117,0,174,14549,866,2799,1345,6323,4462,94049,5235,391,785683,266,26567,298112,658,32818,85,3849,3,6198,126664,0,6751,3,261,9700,5824,4764,2112,137,2634,0,73,1325,1962,662,11041,11782,3082,1,1012,82986,32387,8933,6189,4456,5544,480,6729,59,2261,41,4700,4100,2937,232249,21479,2846,0,1208,5664,306,11569,20959,471,19453,5011,2209,1152,2899,1116,10,1207,3,11104,10948,185986,2431,4298,300137,2264,1960,11091,1736,1534,12052,666216,169745,149,2453,1827,60391,2229,12186,11189,17832,4352,9342,2678,2,23357,1,2519,3257,166,111,1784,92152,105580
"Jinju",4965,4424,13569,268,36,8,1463,406624,21,83836,303611,28733,7085,1733,1362,27,32890,69,148278,106408,7077,3304,1780,73,1065,329,2376,4,964,4,53422,16161,5017,665180,1153,3169,1834,5,6287,2901,2587,317063,13845,2240,29,682,4617,6088,79815,385473,1397,4634,3904,738396,1717029,16,155169,1899,563,1442,13,20693,16420,822,0,7936,2920,1862,4065,156110,6272,3634,478982,27,25,26055,937,0,21642,4,5231,458,18878,13569,563,10434,2457406,297123,3548,7016,24,2917,170244,21463,1906,72271,3165,10695,577747,2742,50912,2765,727,3365,514,203,1852,0,5027,92,2110,2567,4108,4438,19839
"Milyang",42,13,9,0,0,1,0,520699,0,8,409,48,109,8,10,511603,39,0,1638953,87,0,8,23,0,7,0,9,0,3,0,14,2,13,154205,0,0,14,0,2,0,2,1,101,1,1,1,0,9,27,102,119293,537,0,37,80,0,0,0,3,5,0,13,3,0,0,0,0,25,2,19,0,4,64,2628883,0,0,4,0,4,0,3,3,14,41,2,8,59,5,10,3,0,2,279,32,0,12,0,22,3,327241,11,21,5,828894,4,1,7,1,6922,3,1,20,4,4,33
"Muan",34,28758,21249,217,37516,183,85440,93,10098,12,26,57462,22,1186,182,1,6820,2240,504,17696,1184,30923,13,203,11,4388,1104,714,409,0,121,326,561,85,62873,346355,34,3,809,45271,79,9,543,12326,198920,1,84,669,2821027,100,36,17,888,24,92,356986,76,34,198,209,17536,102065,1810,138,241,183,11060,48,2380,4743,176,919,24,5,1244263,399,36,60028,639,1,1172,435,25437,86,254,49399,37,24,765,20092,21087,29301,410769,119917,310,870,20,15429,23,17,7761,746,145,7,232,2,818,166,45,95,89832,17,6661,1554,26260
"Muju",21,3418,11518,194,182,0,3,10209,261,458,3572,26274,68,1606,577,10,43715,730,2872,535350,848,3072,6,133,9,289,3599,0,404,0,1181,105475,141,12851,3032,76,33,0,28,4179,555,4294,256,1365,38,4,261,5242,14543,12337,185,65,4066,3458,20325,26,25899,370,286,338,42,17678,32157,316,1,138435,1073,24,7531,27856,28881,2717,24500,15,391,31001,8,0,5212,0,4574,4188,12033,288,467,10425,11924,14494,356,10089,118,2348,109244,16117,563,1901,59,7656,16180,247,153951,1039,320,82,248,0,1108,0,120,74,219,8,6306,3005,13060
"Munkyeong",10,6298,8773,1162,73,0,1,13613,18,4079,1924,305,6162,18259,651,1071,965,17,78862,2217,21,1572,4,157,5,848,10644,0,601,4,419,35,8131,5281,17,2,19441,0,0,39,3436,34,33754,6153,36,11,19,12463,518,1008,10205,3871,41,286,14701,0,155,192,363,357,81,5145,124,13,0,31,27,26,82,365,6,1416,976,2990,20,8,118,0,231,1,73,69,4010,7662,377,6984,570,91,104324,32,19,953,130299,18711,21,189,4392,20957,260,12654,131,861,9429,7038,281,1,9720,0,3984,514,2,3,77,9645,16088
"Naju",0,212,50,0,307,7,730,3,64,0,0,120,0,1,1,0,10,14,4,36,5,216,0,0,0,24,6,6,2,0,0,0,0,1,406,908,0,0,23,233,0,0,2,73,1074,0,2,0,347857,6,0,0,0,0,3,22765,0,0,0,0,182,651,5,0,2,1,30,0,14,11,0,0,1,0,66074,3,0,8765,5,0,2,0,53,1,0,334,1,1,1,39,101,277,2162,828,1,25,0,58,1,0,16,3,2,0,1,0,2,4,0,1,550,0,34,1,59
"Namwon",2378,1350,6603,111,29,4,4892,16063,2,1913,7606,11597,2789,770,297,174,8104,8,63988,25154,42176,1138,489,78,731,113,1558,2,234,1,26705,2745,1518,24211,147,12359,102,5,297,5136,9358,3597,3408,475,53,320,33135,1905,449057,121022,4833,2526,1165,3997,23648,115,40824,8621,139,168,18,6812,12920,28374,1,182936,11115,269,7784,46347,1586,1148,20138,78,492,5154,251,1,267274,3,8522,196,5512,7797,174,3828,8911,20265,1258,1868,17,601,47545,6507,71639,39656,2162,2752,9602,2738,93843,635,153,140,130,95,537,1,3060,91,3547,1701,1417,1640,5768
"Namyangju",1,13,3,0,0,1,0,1,0,0,0,2,1,12,944314,0,2,0,7,14,0,0,9,7,0,0,14,0,13,277838,0,1,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,37,4,1,9,1,0,0,0,0,0,0,203,309,0,6,1,0,0,0,0,46,1,2,0,0,1,0,2,0,0,0,0,0,0,0,14,1,16,5,0,0,1,0,0,0,4861897,4,0,5,0,2,0,0,0,83,344552,0,5,0,26,0,0,0,0,6,1,2,23
"Nonsan",64,14306,46168,2876,120,1,10,8664,46,928,2773,120538,4740,7645,2065,267,80786,247,35288,721593,4115,24592,37,1020,26,980,7078,0,2101,2,569,14819,10624,7757,18426,292,78,0,575,119960,1378,1057,12398,4368,99,13,11175,6744,179214,83918,5554,4433,62180,2804,9306,114,3513,190,1159,1492,149,63476,116502,29773,0,3350,25856,103,50520,160590,7002,9979,5747,1163,1679,4846,70,1,8102,0,40292,10110,52666,6136,958,34143,3052,2942,24604,17431,85,17218,375384,49628,1915,22396,1162,23450,3184,8393,94917,5499,710,1873,785,0,4366,0,3796,4148,355,17,57241,12784,53550
"Okchun",88,11006,27835,497,1445,0,27,19561,2691,4294,1419,80116,7623,7280,1878,610,390533,3027,52284,1605484,211,7850,18,1075,31,955,9590,0,2189,1,237,5442,39100,5973,1733,42,107,1,25,18206,2133,496,27654,4543,1166,46,201,12818,17059,3510,17644,6182,15589,525,8145,22,1369,69,891,1505,80,31250,14519,716,0,898,5273,73,8918,18116,259,15610,3159,2803,905,8807,92,1,511,2,15802,83466,21759,8709,885,25267,2282,1328,3471,56216,2281,7549,181292,28055,90,1320,3286,12067,4245,13988,6310,4979,766,7423,518,2,3921,0,5149,69832,86,17,22524,7899,19763
"Osan",1069,67121,713794,8821,6774,2,4075,19573,6750,4320,2135,658823,7542,41773,896,954,201459,2278,59668,200293,1128,28924,1458,5731,18,18283,83194,1,12913,3,707,9015,13983,12886,3894,3040,3150,1,191,82022,1848,1332,48680,40117,17712,8,3302,5658,45508,21447,17027,4265,2503,1576,19669,788,4483,147,6524,1882,5105,8647844,23938,6827,0,2515,5133,7556,8879,37592,1365,117100,7844,4230,11872,6638,2816,20,2697,7,25516,8812,145854,7051,8549,3049864,4207,3712,24611,7630,5277,14482,2737951,229994,660,6434,2076,229835,6012,21411,18717,33212,1183,11138,4270,39,29456,0,3934,3625,1885,2593,6223,79180,896803
"Pohang",18707,16562,13379,4337,638,0,211,1303,1605,22914,1304,44218,185457,11399,6775,22600,51935,1311,3034917,120100,2410,23531,7737,33,4447,806,11020,0,168,186,16232,1641,54240,584,1860,1079,19147,0,198,4596,48831,736,247937,4632,1651,3053,318,11723,40559,73072,503,11913,3958,9947,45723,28,3903,5342,1709,1872,44,24663,11129,276,2,1491,2122,7558,2898,20466,1477,4856,14477,31675,91,456,8608,0,7888,195,6745,6671,14119,889638,869,16647,12587,2100,34199,7446,1281,6474,209907,36643,1386,6489,2075,22614,1250,872,14288,9053,8443,1517,69,1402,8953,1,461487,12563,1041,12950,11333,7887,22491
"Pyeongchang",5503,17614,23369,348,532,0,26,3299,59,692,348,4970,3993,1582,9399,292,20076,17,24019,23952,120,1323,3219,132516,791,3500,11523,0,1085896,1299,199,490,544,844,209,27,679,0,11,300,462,52,1346,29187,269,1224,170,38559,7518,1476,1653,608,368,88,3903,44,178,48,325426,2623,279,24098,2731,298,0,100,429,11418,1653,3382,88,3977,572,1519,274,418,338,1,160,2951,860,383,10625,509,960787,5269,277,148,1588,187,85,1240,569706,66286,44,401,133,108395,239,3754,1660,441942,12887,3228,177950,673,76189,0,378,84,49,6383,302,49547,107561
"Pyeongtaek",95,783733,1087790,16681,244421,13,25397,49553,11085,11435,6075,664884,18685,172238,551,1738,332427,3821,105289,278551,2986,1310582,145,2304,6,64169,218580,6,2812,1,1037,17037,22240,18593,10280,15278,9612,0,785,96699,4244,2179,51840,100782,112008,8,4115,2123,125328,26978,33325,19670,3716,1966,43516,5551,7529,218,1737,884,189799,5200057,29699,8575,0,3036,14557,621,10872,46874,1709,320653,11249,8324,55644,10808,8279,246,3644,4,33330,18222,3194147,17848,2311,2023641,7600,6125,50057,14858,63470,658345,2905992,1750739,851,8989,5898,79723,9035,45637,23271,7577,1213,22284,1322,0,6095,2,13963,6153,9547,256,165230,8076,141144
