"","Andong","Ansan","Anseong","Boeun","Boryeong","Bosung","Buan","Busan","Buyeo","Changnyeong","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungdo","Chungju","Chungyang","Daegu","Daejeon","Damyang","Dangjin","Danyang","Donghae","Euisung","Euiwang","Eumsung","Gangjin","Gangneung","Gapyeong","Geochang","Geumsan","Gimcheon","Gimhae","Gimje","Gochang","Goesan","Goheung","Gokseong","Gongju","Goryeong","Gosung","Gumi","Gunpo","Gunsan","Gunwi","Gurye","Gwangjoo","Gwangju","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hamyang","Hapcheon","Hoengsung","Hongcheon","Hongsung","Hwaseong","Iksan","Imsil","Jangheung","Jangsu","Jangsung","Jecheon","Jeongeup","Jeongju","Jinan","Jincheon","Jinju","Milyang","Muan","Muju","Munkyeong","Naju","Namwon","Namyangju","Nonsan","Okchun","Osan","Pohang","Pyeongchang","Pyeongtaek","Sacheon","Sancheong","Sangju","Sejong","Seocheon","Seosan","Seoul","Siheung","Sunchang","Suncheon","Sungju","Suwon","Tongyeong","Ulsan","Wanju","Wonju","Yangpyeong","Yangsan","Yangyang","Yechun","Yeoju","Yeongam","Yeongchun","Yeongdong","Yeonggwang","Yeongju","Yesan","Yicheon","Yongin"
"Sacheon",3626,1240,7963,185,76,5,1376,283069,13,37325,156193,16055,6799,941,771,10,20173,33,116483,63923,4238,1865,1307,52,1116,245,155,0,602,2,17411,8422,4447,387209,418,1783,1244,2,5031,1678,2304,42000,10395,912,65,647,2886,3882,53709,313164,629,4555,1352,375732,776424,16,37756,1854,292,884,38,10522,7700,867,1,3602,2131,1313,2433,104197,2948,1604,1916908,12,10,12707,549,0,8479,1,2792,472,7747,11259,286,7309,316361,186925,3312,2531,16,1877,84826,6567,853,57139,2875,5255,126724,86,21857,1936,318,46,371,119,1083,4,4643,51,968,2077,2002,2490,10038
"Sancheong",808,1195,9152,126,11,0,656,68654,10,7509,44111,13445,980,202,410,57,17145,36,27579,49379,1862,2737,209,45,180,173,107,0,323,2,24195,13155,675,113489,1113,570,128,0,233,2002,3435,32565,1613,787,9,115,321,3184,18185,41682,1196,1447,721,28264,216909,4,77201,6088,137,325,4,9601,12835,215,0,6863,593,305,1405,44468,5132,3262,278253,22,35,15454,121,0,19456,0,2637,265,7633,2601,163,7065,183606,133825,625,2534,3,1227,85818,4913,1458,6389,796,4231,70050,231,30157,859,226,15,138,36,1097,1,1068,19,296,462,1973,2125,8720
"Sangju",75,27911,30411,77219,679,0,108,42036,1307,15046,5595,107363,39714,115277,3629,4091,280298,1139,527428,272381,386,3160,34,489,38,3779,47499,1,2619,13,1964,2270,66995,17833,1824,92,123848,2,102,2752,20211,130,299267,24552,2937,32,288,56741,14907,6797,30681,22496,13472,1261,44908,29,740,1095,1847,2221,128,31103,15582,739,0,300,1960,82,7898,18365,203,6971,4226,8990,555,333,113002,1,1406,2,18309,2188,29219,34137,2016,30742,3672,703,354066,3090,989,3301,662988,94395,225,1269,31013,96380,1269,41142,8836,5074,30115,23257,1356,1,35167,0,17989,3964,146,32,6045,44148,84138
"Sejong",35,2896,17172,1519,31406,0,8102,8257,75613,1941,1435,50290,3479,350,244,440,14417,58983,37710,1136319,462,107281,37,183,12,462,130,0,313,0,407,29757,12088,3241,3284,3081,15,0,94,247210,1206,684,14397,1936,85420,10,1259,1002,38165,11552,7931,2526,7549,497,8473,837,2716,71,173,238,1606,27284,17732,3301,0,984,3111,115,5865,28188,698,1845,4469,2536,13557,8179,70,4,1281,0,13584,32926,21362,5059,248,19573,2432,2227,4026,110021,67133,142708,157234,11717,256,3559,1104,10074,3144,8574,16136,1021,158,5303,159,0,640,0,3804,7337,2010,4,440116,1433,21276
"Seocheon",12,8463,11029,403,299806,0,16911,131,54759,44,14,19551,2031,672,83,39,7356,9569,5117,100606,817,34347,7,116,2,4601,132,1,183,0,0,753,1458,47,7832,7395,15,0,450,58124,118,5,2925,9371,128965,32,15,413,21135,321,942,361,189,97,62,1638,10,1,289,76,51828,63608,10,0,0,4,2392,56,13,25,0,1239,26,84,15315,109,24,61,24,0,81,1312,9136,1170,90,55846,29,5,1350,67493,77590,47179,212592,25623,37,2695,189,8455,20,1657,5,505,78,66,82,0,287,0,495,367,2797,4,4694,650,9318
"Seosan",90,37629,87195,1019,243014,1,18338,14944,5908,2300,3745,7163,5344,5512,346,454,16107,2456,39882,286124,2139,271248,115,912,26,47264,3531,1,1453,2,139,5680,11747,5061,8258,8975,369,1,1344,67148,1239,466,20526,33578,188436,23,1076,773,74039,7905,12074,4512,2778,440,13904,3405,1073,58,819,515,93706,387315,7939,2201,0,243,6854,550,2920,11634,430,12537,2451,2678,29717,2729,293,131,711,0,17167,4644,10163,5838,1111,546541,1883,1155,3701,123721,51044,95955,971392,142266,235,10975,1696,46494,2433,28665,5807,3608,359,8377,592,0,2359,0,3594,1180,5188,175,47156,3111,13116
"Seoul",217550,7880539,4157053,110423,468355,18,157043,323289,104756,63809,35548,3950043,58207,752032,5105841,17803,2629112,36023,1067055,2788392,23657,1463737,116328,329593,5216,710703,1098053,46,595542,878493,14424,135313,170411,125572,93044,105255,195497,18,7803,991700,36033,26103,335972,3004299,547733,2607,48293,7528650,896739,313593,231126,60353,55226,31473,335870,39589,104412,4311,302599,5124,411014,7748711,356951,100572,12,39708,96737,714079,150558,519362,21088,677217,155530,67969,391779,113624,133649,1440,46679,4455715,374887,106366,3395871,196215,583800,3369072,86648,79450,641099,130445,203372,985024,72534,188552,9221,119114,45876,4383482,156777,323586,264236,1585126,657853,220102,92161,6685,1294133,22,64772,47601,71883,280033,384745,4375424,13688116
"Siheung",22514,6327752,224449,8672,51435,3,17505,54517,7915,11705,6593,281039,11470,77034,851,1895,170182,2314,117112,178038,2425,275049,16214,49761,575,545794,140034,4,76481,6,1030,11191,19272,18971,9106,10803,22031,0,1021,56908,6773,1792,47658,2024006,87965,322,2342,2620,82677,15779,30315,14787,2722,1607,42908,5058,6219,361,53008,2280,44121,1351185,16999,4785,5,2553,7802,91207,6334,25103,1000,57737,10580,8649,48610,7670,15471,204,2523,5,20514,7966,245394,23301,62422,466659,6835,4372,85407,8957,26329,135644,202723,2342,467,7354,5660,1716322,10057,46357,12460,199748,1009,27738,24371,778,130523,1,14450,3932,7642,37571,47968,341469,1384142
"Sunchang",833,174,1542,44,122,9,2394,2737,14,399,1500,3763,1374,77,73,52,2234,5,17348,5715,25672,462,123,29,190,31,21,1,65,0,4706,183,464,4708,148,6415,24,3,591,1755,2396,318,1049,142,263,104,20104,381,474859,17450,1618,1186,306,1171,4922,103,6553,2045,59,61,72,1805,879,5598,1,13717,5210,66,2153,3297,92,255,2977,21,447,796,35,5,133200,0,2699,90,1613,2750,45,1081,1541,2919,462,382,59,321,12638,691,2246,7020,821,771,1372,522,2948,222,40,7,38,20,141,0,1271,14,2011,445,458,361,1640
"Suncheon",1688,2056,15247,651,5809,708763,22495,63391,270,6563,29258,40133,1816,512,623,6,23385,78,30721,57090,127032,5679,674,239,414,347,892,285310,863,0,2825,816,1393,91210,4155,28239,154,768026,319520,18757,586,6675,3194,1453,8699,169,66742,2792,2303433,820883,321,1579,2754,86294,89082,195,3161,717,469,626,2466,19709,23841,18319,306187,8622,51892,565,41084,69734,203,2981,72806,4,219,2316,182,4,50738,0,29715,689,17247,6511,500,11544,63859,6892,1902,4433,2282,8444,131400,8105,3063,1784507,858,8178,30312,38,108140,2098,363,8,386,81,1492,636201,1498,66,19632,1122,4943,3223,17305
"Sungju",647,2625,3630,1901,66,0,38,25710,169,34347,9675,14199,961,4751,433,214,13053,217,227652,20316,725,2071,492,36,242,184,2550,0,342,1,12421,601,88721,25999,104,190,6144,0,31,983,85340,122,29899,1135,99,223,68,3491,14622,6845,1337,3625,441,1758,56719,10,2013,4980,140,317,11,4705,2335,38,0,565,673,127,761,2357,244,1780,3195,231,12,81,3807,0,2886,4,1331,2508,3606,2266,186,5246,3361,1045,29113,1324,139,1715,48809,5650,392,825,80701,5804,695,1835,2102,650,2226,218,136,27,2734,0,3304,2940,115,342,2619,2833,4790
"Suwon",33941,954385,470147,10352,24281,38,5879,31156,7182,7686,4217,393060,6592,142429,3498,1939,229787,2558,121157,209640,1243,73931,22893,56440,946,303458,214475,13,111731,10,1037,11062,18261,13049,4490,4034,36541,34,266,78009,5203,1714,52920,1087426,21534,438,3425,17199,49885,22950,26480,8516,3089,1958,34992,1239,6866,410,85842,12114,23087,563805,25392,7105,12,2816,5107,128385,9541,37226,1462,67540,10114,7827,16223,9116,22227,36,3212,14,27554,9190,281173,21335,110933,114668,5724,4614,93471,9090,8830,51835,4501825,1916178,649,8131,5510,3683356,10589,34623,18611,318142,5816,22166,38816,1202,336187,18,7815,4181,2514,51527,19167,789298,3298213
"Tongyeong",1947,2313,15258,278,51,2,2260,3716,16,6272,7362,31122,2992,695,1235,9,38249,74,48415,117375,5768,3367,680,29,479,497,243,5,743,3,15982,13674,2858,10902,805,2560,950,1,5006,3457,858,2251951,6582,1808,25,210,2400,6394,71796,219230,85,1048,1347,94447,43925,15,29993,4322,341,683,36,21480,13638,715,2,5507,1552,976,3089,28303,5633,2526,787478,1,26,24672,434,0,13028,3,4263,640,17214,2034,444,10816,163055,106689,1804,4674,16,3866,195943,14189,1296,41295,1097,11269,561,25,46489,1972,719,8,453,89,2151,9,1132,58,1208,1192,3843,4426,21913
"Ulsan",42687,18599,22034,5745,765,0,98,7888784,1220,319,392,88527,129542,23393,10561,62281,74336,1693,1701558,126805,158,16623,32853,23,9507,1846,8862,1,417,242,19358,3615,45331,283746,432,124,19981,0,4,7867,21811,6,188658,6290,1335,4187,2,18655,733,206,1299915,214629,2985,54,132,1,1575,6931,3694,4706,104,42675,21175,83,0,571,50,20280,1185,18795,583,13380,113,300402,13,247,9026,0,2088,137,9148,6900,29300,563,3782,39357,72,148,33296,7276,1745,25904,266233,39412,255,49,1922,31058,6,4167816,6705,18456,7144,3231536,540,2966,10335,0,292437,12754,47,35975,17156,14829,32509
"Wanju",1085,3632,36870,2260,22,4,41,88714,17,4954,27635,87583,1522,1902,1932,446,85086,83,83796,367615,6220,9796,87,1033,346,712,606,3,2114,2,5986,4700,4883,75344,66528,2163,53,1,881,40599,8454,7438,9022,2932,60,197,60678,7715,598590,360528,12474,3646,21962,11311,80560,626,58009,4955,1551,1708,14,39697,151841,452804,1,261308,65847,328,304014,96362,127389,9329,43457,239,7174,184088,122,2,109126,2,97754,3919,37536,12751,1598,23449,21389,30424,9844,17073,22,5754,282943,14436,2329,97117,1567,17670,33076,8189,146768,5471,1020,63,1317,12,4429,1,4259,1359,2178,95,10683,12522,37786
"Wonju",64120,71378,87436,1332,1936,0,130,14552,314,2418,1390,12177,15124,4690,736416,1323,75267,98,81547,79382,337,4935,109381,156799,7502,12993,34447,0,478008,19544,1193,2224,1733,3841,736,109,2186,0,42,1173,2373,133,3461,80613,867,7224,634,160670,17543,5145,16712,3959,5267,686,15907,63,823,274,716471,288209,1436,67558,8179,1138,0,510,1599,1126813,5387,10263,352,20612,2961,5689,806,1212,1255,0,702,20101,5225,2524,39376,7805,452931,18750,2188,721,4576,666,397,3966,1561139,206010,146,1881,633,310054,1272,21153,4605,918087,24038,12548,113992,6393,182559,0,2799,577,113,122581,1239,206611,389826
"Yangpyeong",2097,769,9458,308,172,0,22,5726,26,1918,974,1188,1265,33432,57536,418,11247,20,21126,11470,52,294,1508,3513,73,161,78540,0,5402,31980,162,410,2698,2368,124,15,11256,0,14,166,1097,46,6585,799,99,80,124,464,2457,840,4852,1111,308,113,8064,9,234,163,2624,87,112,2288,989,175,1,127,301,6729,619,1622,62,2790,555,1401,105,222,6745,2,163,302414,629,429,1404,3835,5568,1074,343,163,23841,125,58,313,741433,1383,22,278,1466,5738,490,5570,892,13766,11355,3463,811,103,434158,0,1580,182,16,3388,96,12574,17464
"Yangsan",3063,2409,4182,461,9,2,3,5945879,39,31,600,10825,14775,2738,458,134841,7142,81,1615562,14285,1,1222,875,1977,599,221,973,0,55,10,152,223,2692,738478,3,3,2649,0,3,609,493,2,13381,1067,3,284,0,3595,28,101,913531,34241,751,26,85,0,12,44,167,240,4,2771,73,1,0,2,1,1021,15,72,1,1418,90,799551,0,6,733,0,12,7,1772,887,2541,151,140,5477,56,13,2814,524,8,1677,22079,3246,1,24,147,3499,7,3194005,33,894,379,2421029,50,166,1798,2,79898,753,2,1863,854,3349,2687
"Yangyang",2364,6242,9508,251,260,0,26,814,33,354,233,2879,1887,1024,1638,107,12820,17,9549,13967,40,579,1832,275499,331,1266,4406,0,599391,231,132,262,354,316,137,11,552,1,11,178,318,29,874,7839,164,403,95,9806,3398,895,259,242,414,87,2544,6,136,26,48148,544,176,7410,1208,181,0,95,293,7323,640,1685,36,2074,397,529,106,170,275,0,108,507,632,289,4509,32,210416,2043,312,103,976,111,61,460,87413,23199,14,324,110,33275,223,675,996,105430,1786,856,342402,402,23369,0,111,64,17,3233,149,16410,36542
"Yechun",34094,192,15,0,2,0,0,1651,0,472,265,3,9709,0,1923,226,11,0,36719,24,16,4,8215,71,2667,42,10,0,830,127,124,2,6,501,0,1,4,0,1,1,500,5,17,226,0,3043,2,415,179,313,1750,906,0,45,1799,0,41,35,694,1083,0,155,2,0,0,11,6,8556,2,20,8,3,194,703,0,1,0,0,74,219,0,0,58,1047,497,13,106,40,3,1,0,3,5441,677,7,60,20,951,36,3041,7,5043,136,1635,345,59,311,0,497,3,4,25571,2,223,736
"Yeoju",7710,54738,80838,1468,1010,0,93,11738,159,2560,1470,9245,2592,67481,26196,658,74213,57,45306,69317,252,3012,4351,16759,209,13841,116405,1,37150,41,335,1897,4768,4255,784,77,13466,0,30,969,1612,204,16459,63317,705,161,473,146924,15203,3586,8444,2183,1370,266,12811,43,781,176,27076,11964,784,65644,6631,1027,0,545,1345,41923,3817,10494,244,21877,1833,3160,515,1079,7330,0,496,27,3515,1809,36273,6458,23213,12884,891,758,29627,524,284,2411,1292114,142970,82,1258,1903,325678,1302,12114,4214,136725,406996,9166,11546,333,159733,0,2410,444,94,11345,724,208906,444786
"Yeongam",0,4,1,0,0,123835,2,6,0,0,1,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,488225,1,0,0,0,0,5,3,12,0,3,8,0,0,1,0,0,22,0,1,0,221,4,0,0,0,0,4,7,0,0,0,0,0,6,0,0,183985,0,4,0,1,1,0,0,1,0,144,0,0,0,1,0,0,0,1,1,0,8,0,0,1,0,0,1,71,17,0,605091,0,1,3,0,1,0,0,1,0,0,0,210,0,0,2,0,0,0,1
"Yeongchun",9530,8416,7874,1849,188,0,65,170122,511,16562,1045,37031,203668,7913,2102,21828,25757,422,3453464,48382,907,6802,2722,9,2721,399,3548,0,154,72,9808,929,29278,6861,620,286,6229,1,121,2041,42713,213,127818,2047,483,2205,92,5445,17662,13902,157258,234067,1218,2208,28330,1,1945,3815,743,803,25,11471,6670,132,0,645,1184,3218,1434,11400,712,3716,5142,59991,23,145,3601,0,3058,55,3013,4737,8589,366863,469,14438,4895,1174,17229,3953,524,4791,79466,16519,566,1738,3851,8054,583,271305,3982,3323,2366,86846,170,672,3596,1,118819,5798,325,7499,10758,4549,9053
"Yeongdong",166,1190,7953,78,260,1,11,14122,543,3609,1397,19079,13864,1035,447,1334,68106,725,101110,395762,31,2899,16,62,78,253,168,0,236,1,66,2237,101469,7075,425,19,1115,0,4,3582,3530,11,79883,708,489,32,9,2933,4115,307,17447,8122,2763,70,10357,5,52,94,114,222,31,9539,4286,49,0,66,453,18,1894,3689,32,3718,243,3615,101,119,746,0,52,0,5924,60285,7702,13025,126,10524,151,57,5199,8685,444,1877,56818,5344,11,80,3363,4349,115,21639,1558,984,245,9904,130,4,641,0,7493,31847,19,39,5442,2573,7757
"Yeonggwang",99,2385,3312,33,6152,13,31584,2965,2185,270,1342,8879,86,31,30,14,932,467,3428,2802,7213,4337,5,36,44,784,16,4,62,0,501,57,97,4676,18771,90181,4,1,7087,6954,313,192,184,1544,44482,15,1428,134,33983,4437,385,335,192,859,3357,14747,501,251,33,14,3321,17818,384,416,5,452,7498,19,860,1172,55,273,1967,3,73834,155,7,310,3415,0,279,39,3880,1120,46,8381,1186,329,151,2563,3427,4436,72199,7331,1209,21899,107,2441,972,61,1614,134,17,2,20,6,102,8,554,12,187,55,1005,277,3943
"Yeongju",112727,13992,1039,3,60,0,3,24096,1,7803,2816,276,132022,25,25365,2930,145,2,440621,206,337,258,299729,584,23440,2212,389,0,9565,2966,1833,6,100,6931,3,40,11,0,32,7,7352,97,204,18725,9,30407,67,19106,5354,6567,21605,15088,3,1031,26747,1,683,849,11619,11725,59,12246,32,26,0,189,127,290586,25,395,110,116,2639,11361,11,10,2,0,1476,5130,15,15,4763,12236,6488,1132,2134,445,14,4,1,253,294291,39128,243,995,307,55283,746,41720,97,133168,5838,23135,4022,28501,17171,1,6800,31,63,44445,35,13032,34197
"Yesan",50,16819,20260,2260,1983,0,2904,14657,16653,3208,2014,2553,5878,1323,120,775,14656,7066,52991,855278,656,194248,30,337,35,20593,686,2,414,0,414,17745,14359,5839,2529,1984,60,0,137,292881,1524,511,18980,16271,16310,28,1706,277,26645,11518,11985,5960,7813,504,13549,571,2386,138,350,190,1483,148778,12881,3586,0,476,3328,168,4731,19054,685,2460,3617,3238,6397,5857,87,22,1172,1,54093,13424,4925,8121,331,144766,1941,1694,6215,394011,5689,38974,414410,51877,320,4021,2225,18895,2466,17661,9399,1187,127,7957,216,2,760,1,7450,4153,1085,37,146999,1066,4921
"Yicheon",8481,133758,269430,4234,2099,0,184,24118,342,5408,2459,23173,8418,63560,20952,985,333652,100,77400,163310,1999,5279,6344,19365,197,47364,122779,0,55303,16,469,5469,7669,11627,2180,184,15052,0,97,2258,1870,510,25909,151682,1967,154,1146,682755,45028,10065,11721,9499,5309,809,17434,124,2807,248,38901,15027,1767,176518,20163,2838,1,1551,8971,41542,11008,28034,585,90920,5359,6242,1606,2975,10337,2,1379,17,12214,5320,88583,7461,35900,26728,3048,2187,47444,1307,634,3638,4338969,324377,263,3327,2467,659056,3493,20650,12067,185781,14407,16405,17115,290,213956,0,3572,1735,304,12731,1319,272783,900298
"Yongin",26695,730864,783345,15120,7812,2,7739,38673,12665,8436,4416,851404,9247,118754,21276,2253,368761,4503,139808,398931,2159,19858,19625,64783,648,236926,206832,2,121324,25,1298,15429,23540,15190,7359,5490,28533,2,429,138453,3843,2525,61550,861578,31131,344,6090,69101,87789,40786,30297,10150,6698,3235,38114,1432,11770,492,99247,30338,5779,1272709,45639,12593,0,4089,8933,107715,17188,66710,2515,109643,16754,10590,21730,12374,17831,17,5243,28,49150,13032,1095951,20971,113231,444739,9511,7958,82371,16191,9030,14539,13782005,1578058,1149,14183,4922,3255299,16354,39062,33419,418054,20185,28076,46020,884,470327,3,7960,6017,3530,36116,5016,1006110,3644542
